, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0561,0.0422,0.0369,0.0391,0.0376,0.0374,0.0375,0.0456,0.0377,0.0427,0.0368,0.0375,OD600:600
B,0.0385,0.4525,0.4400,0.4600,0.1836,0.1882,0.1817,0.4246,0.4017,0.4090,0.0386,0.0373,OD600:600
C,0.0393,0.3969,0.3864,0.4145,0.1728,0.1723,0.1684,0.4202,0.4183,0.4198,0.0378,0.0383,OD600:600
D,0.0369,0.2365,0.2313,0.2509,0.1521,0.1431,0.1500,0.2426,0.2625,0.2433,0.0378,0.0375,OD600:600
E,0.0379,0.1623,0.1498,0.1535,0.1094,0.1089,0.1087,0.1464,0.1511,0.1476,0.0375,0.0382,OD600:600
F,0.0385,0.1305,0.1264,0.1306,0.0784,0.0821,0.0784,0.1013,0.1046,0.1037,0.0374,0.0376,OD600:600
G,0.0384,0.0723,0.0686,0.0693,0.0535,0.0489,0.0503,0.0627,0.0630,0.0637,0.0374,0.0368,OD600:600
H,0.0372,0.0531,0.0538,0.0378,0.0370,0.0370,0.0358,0.0372,0.0362,0.0378,0.0374,0.0389,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,2000,0000,0000,0000,0000,0000,0000,1300,7000,7000,5000,479,520
B,0000,7850,7340,8640,0000,0000,0000,6000,6090,6120,1600,1000,479,520
C,0000,7990,7360,7970,1400,0000,7000,5860,5880,5820,0000,9000,479,520
D,1600,6530,6300,6310,0000,4000,0000,4270,4380,4170,1000,0000,479,520
E,0000,6130,4800,5640,9000,1600,1300,3330,3310,3200,6000,9000,479,520
F,7000,5080,4730,4450,0000,2000,0000,2690,2640,2750,0000,1100,479,520
G,4000,1430,1380,1280,1800,1800,0000,1010,9000,1010,0000,1000,479,520
H,0000,0000,3200,0000,4000,0000,0000,3000,6000,8000,7000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2200,1300,5000,4200,8000,8000,1600,2700,2800,2600,3000,2200,579,616
B,0000,1000,0000,3000,1586,1502,1320,7550,4850,5790,2900,1100,579,616
C,1300,1300,0000,0000,1145,1055,1398,4430,5200,4930,1200,2100,579,616
D,1400,2700,8000,0000,9490,9570,8950,5540,5010,4980,1800,0000,579,616
E,2800,4000,1700,2100,9660,8160,7990,5120,5300,4670,7000,0000,579,616
F,2700,1900,1400,3700,8120,7680,7590,3290,3510,2780,2300,2800,579,616
G,3100,9000,3000,3500,3120,4240,2920,1260,1060,1350,1100,1800,579,616
H,3700,0000,1000,6000,1000,1000,2200,1400,2100,6000,1300,5000,579,616
