, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0369,0.0364,0.0360,0.0360,0.0370,0.0402,0.0368,0.0388,0.0382,0.0466,0.0359,0.0394,OD600:600
B,0.0380,0.0437,0.0440,0.0437,0.0426,0.0421,0.0422,0.0426,0.0434,0.0448,0.0384,0.0415,OD600:600
C,0.0398,0.0463,0.0437,0.0431,0.0414,0.0414,0.0427,0.0441,0.0428,0.0429,0.0386,0.0386,OD600:600
D,0.0383,0.0442,0.0419,0.0417,0.0430,0.0424,0.0440,0.0429,0.0415,0.0404,0.0390,0.0377,OD600:600
E,0.0414,0.0434,0.0515,0.0431,0.0406,0.0413,0.0423,0.0434,0.0447,0.0442,0.0391,0.0384,OD600:600
F,0.0369,0.0435,0.0431,0.0468,0.0427,0.0409,0.0419,0.0433,0.0423,0.0412,0.0433,0.0376,OD600:600
G,0.0387,0.0431,0.0558,0.0429,0.0418,0.0414,0.0419,0.0420,0.0412,0.0473,0.0385,0.0369,OD600:600
H,0.0372,0.0379,0.0386,0.0380,0.0361,0.0377,0.0359,0.0366,0.0376,0.0381,0.0380,0.0380,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,1300,1400,0000,3000,1500,0000,0000,1800,0000,8000,0000,479,520
B,2000,2900,2600,2300,1000,3000,0000,1300,1700,2400,0000,9000,479,520
C,5000,6000,2300,3000,5000,1800,1400,1000,1200,1500,3000,1200,479,520
D,0000,3000,2200,2500,1200,5000,4000,8000,5000,1700,0000,0000,479,520
E,1000,0000,1400,3600,9000,1000,2200,1900,2300,8000,0000,5000,479,520
F,1000,1800,2500,4000,1600,2000,1000,3300,5000,1500,2000,0000,479,520
G,5000,1200,0000,7000,3000,2000,3000,4000,3000,1300,1000,4000,479,520
H,1100,0000,6000,1300,1000,6000,5000,1000,8000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,2100,3300,0000,8000,1300,2300,1600,1900,4700,2900,2700,579,616
B,1600,0000,2100,1400,1020,7900,1050,5500,6000,6900,0000,2300,579,616
C,3000,0000,3600,2700,8800,1320,9700,7300,5900,7200,0000,2000,579,616
D,7000,1500,9000,0000,1490,1010,1070,5100,5000,9300,1000,2400,579,616
E,2000,3500,1400,2700,9400,1170,7500,7500,4300,3500,0000,2100,579,616
F,2000,0000,0000,1600,1120,1000,1100,8600,3700,5400,1800,2100,579,616
G,1500,0000,5400,1600,9800,9700,7000,3300,3700,4600,3100,8000,579,616
H,2400,1600,0000,0000,0000,1600,1700,2800,2700,2300,1200,0000,579,616
