, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0873,0.0815,0.0820,0.0817,0.0807,0.0859,0.0831,0.0817,0.0834,0.0892,0.0843,0.0914,OD600:600
B,0.0949,1.0150,1.0037,1.0040,0.6361,0.6475,0.6382,0.9551,0.9546,0.9443,0.1129,0.1152,OD600:600
C,0.1012,0.8103,0.8069,0.8106,0.4709,0.4835,0.4666,0.7717,0.7585,0.7448,0.1046,0.0923,OD600:600
D,0.0928,0.5423,0.5454,0.5612,0.2852,0.2843,0.2822,0.4837,0.4897,0.4531,0.1041,0.0934,OD600:600
E,0.0999,0.3430,0.3473,0.3486,0.1785,0.1780,0.1757,0.2869,0.2596,0.2631,0.1108,0.0895,OD600:600
F,0.0984,0.1951,0.2026,0.1966,0.1397,0.1378,0.1442,0.1764,0.1733,0.1728,0.1161,0.0927,OD600:600
G,0.0983,0.1274,0.1463,0.1274,0.1154,0.1130,0.1115,0.1212,0.1202,0.1172,0.1029,0.0881,OD600:600
H,0.0826,0.1153,0.0922,0.0978,0.1003,0.1012,0.1033,0.0920,0.0857,0.0935,0.0815,0.0831,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3300,0000,0000,0000,1000,1000,1900,5000,0000,3000,0000,0000,479,520
B,2100,1269,1211,1224,0000,1500,1100,9640,1014,9960,1000,0000,479,520
C,0000,9700,9260,9200,2000,4000,0000,6820,7130,7390,3200,0000,479,520
D,8000,6240,5360,5530,1000,6000,7000,4210,3910,3570,6000,0000,479,520
E,2000,3380,3380,3000,6000,4000,6000,1750,1430,1850,1000,4000,479,520
F,3200,1370,8100,1320,0000,9000,2000,9900,9100,8900,1700,6000,479,520
G,0000,6500,3700,6700,0000,5000,1200,5100,2000,3500,7000,9000,479,520
H,1600,2100,1100,0000,7000,0000,0000,1000,0000,4000,1000,3000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2800,0000,1300,9000,0000,1600,3200,3000,2800,2000,1700,2600,579,616
B,2900,3500,5600,2100,6585,6083,6784,1512,1564,1605,1700,1100,579,616
C,7000,3000,0000,2700,5222,5040,5211,9760,1003,9660,1000,1400,579,616
D,1000,2900,1700,5000,3266,3196,3162,5270,4910,4810,6000,6000,579,616
E,2000,0000,3900,1700,1633,1497,1637,2070,1750,2070,2000,2300,579,616
F,0000,2800,3200,2900,5900,6170,6930,1310,1430,1800,0000,1200,579,616
G,0000,4500,0000,3000,3680,2870,3630,9800,1460,1100,3100,1500,579,616
H,1800,0000,0000,6000,2800,0000,5000,5000,2400,0000,1100,1900,579,616
