, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1010,0.1205,0.0833,0.0894,0.0841,0.0911,0.0952,0.0979,0.0979,0.1024,0.0949,0.0815,OD600:600
B,0.0876,0.9857,1.2119,1.2759,1.0634,1.0786,1.0627,1.2671,1.2352,1.2231,0.1049,0.0966,OD600:600
C,0.0965,0.8934,0.9166,0.9764,0.7908,0.7850,0.7751,0.9575,0.9514,0.9712,0.1028,0.0965,OD600:600
D,0.0962,0.4391,0.4371,0.6629,0.5488,0.5483,0.5962,0.6673,0.7288,0.6251,0.1026,0.0976,OD600:600
E,0.1033,0.2768,0.2772,0.2953,0.4023,0.4332,0.4492,0.4731,0.4882,0.4837,0.2753,0.0976,OD600:600
F,0.0967,0.2111,0.2179,0.3231,0.3195,0.3796,0.3898,0.4237,0.4124,0.4248,0.3129,0.1006,OD600:600
G,0.1018,0.1473,0.1408,0.1441,0.1325,0.1436,0.1419,0.1691,0.1365,0.1382,0.1038,0.1004,OD600:600
H,0.0818,0.1357,0.1340,0.1001,0.1034,0.1019,0.1066,0.0985,0.1001,0.0984,0.0925,0.0842,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,9900,0000,2000,0000,8000,0000,0000,1500,0000,1000,0000,479,520
B,0000,2021,2150,2272,1000,1700,1000,1646,1668,1612,6000,3000,479,520
C,3000,1457,1497,1556,0000,1000,0000,1128,1132,1157,0000,1100,479,520
D,3000,7510,7180,8150,4000,7000,0000,2630,4240,4480,5000,0000,479,520
E,1200,3600,3820,3390,8000,6000,0000,9500,1010,9000,0000,7000,479,520
F,1800,2670,2500,2040,1200,2700,0000,4200,6700,6000,3000,4000,479,520
G,0000,7000,8600,8300,0000,1000,1000,5400,7300,5500,2200,5000,479,520
H,1400,8700,8200,1200,5000,0000,0000,0000,1000,1200,1200,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2600,3300,0000,1500,2100,3900,1100,0000,1700,9000,1500,0000,579,616
B,5000,9300,4200,8200,26991,25634,27961,7730,8055,7844,1400,9000,579,616
C,3300,5900,2800,1300,19672,18689,19328,6004,6368,5545,2100,1000,579,616
D,2100,0000,1200,0000,6330,5023,4223,1553,2006,2451,2300,4000,579,616
E,1300,1000,2000,2900,3008,2443,1987,6400,5210,6200,1800,1500,579,616
F,1400,2600,0000,2000,2074,1408,1213,2540,2380,3620,2300,1800,579,616
G,2700,0000,0000,6000,9150,7400,7780,1950,2560,1970,5000,3500,579,616
H,1700,1300,1000,8000,2200,0000,2400,3800,2200,1000,0000,1500,579,616
