, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0839,0.0855,0.0844,0.0882,0.0865,0.0945,0.0912,0.0872,0.0903,0.0890,0.0943,0.0868,OD600:600
B,0.1020,1.0275,1.0078,1.0094,0.6389,0.6465,0.6425,1.0048,1.0006,1.0064,0.1068,0.1269,OD600:600
C,0.1091,0.8299,0.8101,0.7983,0.4688,0.4705,0.4654,0.7938,0.7874,0.7930,0.1078,0.0985,OD600:600
D,0.0996,0.5685,0.5506,0.5573,0.2750,0.2752,0.2743,0.5274,0.5312,0.5109,0.1048,0.1002,OD600:600
E,0.1042,0.3617,0.3526,0.3484,0.1663,0.1669,0.1658,0.3239,0.2965,0.2916,0.1025,0.0951,OD600:600
F,0.1025,0.2413,0.2067,0.1903,0.1256,0.1251,0.1291,0.1835,0.1865,0.1824,0.1070,0.0982,OD600:600
G,0.1034,0.1291,0.1393,0.1259,0.1153,0.1135,0.1124,0.1216,0.1224,0.1182,0.1048,0.0937,OD600:600
H,0.0856,0.1223,0.0970,0.1008,0.0997,0.1042,0.1055,0.0940,0.0914,0.0895,0.0826,0.0840,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,2100,6000,0000,2500,7000,1300,0000,0000,0000,2000,0000,479,520
B,4300,1273,1230,1273,3500,2800,0000,1036,1018,1024,0000,5000,479,520
C,0000,1014,9770,9760,2100,4000,0000,7970,8060,8040,0000,1000,479,520
D,1400,6590,6290,6560,0000,1100,0000,5340,5140,4710,4000,4000,479,520
E,5000,3290,3130,3370,0000,0000,1800,2160,1980,1970,0000,3000,479,520
F,6000,1600,1080,1300,1800,2000,1500,9400,1160,9600,0000,0000,479,520
G,0000,6900,6000,5700,0000,6000,3000,3800,3600,2900,0000,9000,479,520
H,2400,0000,1800,2000,6000,5000,7000,1000,5000,0000,1200,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1200,4400,1000,2400,0000,1900,1200,2200,1600,3300,2200,579,616
B,8000,3900,2300,1600,13000,11745,12947,2034,2247,1999,1200,0000,579,616
C,0000,0000,2800,3000,9261,8968,9206,1224,1343,1490,1400,1500,579,616
D,1300,3400,2900,0000,4789,4712,4603,6490,6610,6710,4000,1000,579,616
E,1100,7000,1400,0000,1851,2149,2029,3280,3180,2920,6000,1800,579,616
F,1600,1200,2600,1600,8560,8550,8510,1670,1570,1490,3000,9000,579,616
G,0000,0000,8000,1100,4560,4290,3430,9900,1540,1470,2200,5000,579,616
H,2400,6000,2900,0000,3200,9000,3200,0000,4000,1200,0000,4000,579,616
