, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0407,0.0365,0.0373,0.0377,0.0380,0.0376,0.0373,0.0377,0.0432,0.0455,0.0362,0.0392,OD600:600
B,0.0384,0.2389,0.2377,0.2477,0.0974,0.0943,0.0815,0.1780,0.1784,0.1777,0.0385,0.0376,OD600:600
C,0.0395,0.2346,0.2385,0.2398,0.0794,0.0722,0.0737,0.1673,0.1686,0.1640,0.0385,0.0383,OD600:600
D,0.0364,0.2235,0.2337,0.2245,0.0650,0.0678,0.0654,0.1606,0.1600,0.1548,0.0421,0.0375,OD600:600
E,0.0383,0.1058,0.1042,0.1096,0.0652,0.0662,0.0657,0.1005,0.1032,0.1135,0.0369,0.0379,OD600:600
F,0.0459,0.0755,0.0800,0.0789,0.0546,0.0651,0.0546,0.0677,0.0698,0.0722,0.0378,0.0382,OD600:600
G,0.0377,0.0551,0.0560,0.0545,0.0437,0.0429,0.0474,0.0548,0.0508,0.0624,0.0374,0.0366,OD600:600
H,0.0371,0.0694,0.0388,0.0412,0.0365,0.0373,0.0375,0.0457,0.0377,0.0383,0.0378,0.0377,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,7000,0000,7000,0000,5000,2000,0000,0000,4000,9000,9000,479,520
B,1300,4720,4430,4610,0000,0000,0000,2210,2440,2710,0000,2000,479,520
C,5000,3960,4300,4190,0000,5000,6000,2380,2340,2260,1100,9000,479,520
D,0000,3500,3810,3640,0000,0000,0000,2480,2420,1990,2000,0000,479,520
E,0000,2000,1690,1900,1300,3000,3000,1100,1210,1080,0000,3000,479,520
F,0000,1040,1330,9900,0000,0000,3000,6200,6300,7100,4000,0000,479,520
G,4000,7400,5300,4900,2800,1500,1300,2900,3300,3800,0000,1000,479,520
H,2000,0000,1600,0000,3000,5000,0000,0000,4000,7000,0000,1000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3300,4500,0000,2600,3000,2200,0000,0000,5500,1700,0000,1200,579,616
B,2400,0000,1200,0000,6170,4190,3010,2040,2950,2510,2000,1400,579,616
C,2400,1900,0000,1100,3710,2430,2980,1550,1900,1210,2100,1100,579,616
D,1100,2000,4000,1800,1780,2180,2990,1040,1490,1160,4300,2300,579,616
E,1900,1500,1900,1000,2410,1950,3040,7300,1310,6400,1800,3200,579,616
F,2500,3300,1000,1900,1880,2080,1740,1220,1080,8300,2100,2000,579,616
G,9000,2600,3000,1500,1260,1130,1970,8200,9200,7000,1600,6000,579,616
H,4000,1000,0000,5000,1500,4000,1600,1100,1500,1600,1000,2900,579,616
