, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1006,0.1363,0.0915,0.0962,0.0948,0.0979,0.1024,0.1027,0.1023,0.1280,0.0983,0.0823,OD600:600
B,0.0924,0.9685,1.2225,1.2903,1.0802,1.0893,1.0613,1.2774,1.2286,1.2244,0.1074,0.0992,OD600:600
C,0.1056,0.8506,0.9218,0.9825,0.7840,0.7800,0.7809,0.9686,0.9638,0.9873,0.1055,0.1007,OD600:600
D,0.0989,0.4347,0.4327,0.6831,0.5701,0.5896,0.6249,0.7583,0.7877,0.6820,0.1086,0.1029,OD600:600
E,0.1164,0.2801,0.2774,0.3105,0.4231,0.4553,0.4730,0.4818,0.5028,0.4908,0.2859,0.1025,OD600:600
F,0.0989,0.2185,0.2226,0.3494,0.3506,0.4021,0.4013,0.4250,0.4331,0.4385,0.3240,0.1052,OD600:600
G,0.1035,0.1532,0.1446,0.1467,0.1378,0.1535,0.1522,0.1698,0.1449,0.1438,0.1061,0.1057,OD600:600
H,0.0816,0.1430,0.1404,0.1025,0.1035,0.1026,0.1068,0.1024,0.1039,0.1019,0.0968,0.0869,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,1640,0000,0000,4000,0000,0000,0000,3000,0000,1600,3000,479,520
B,2100,2187,2337,2442,1900,5000,1600,1799,1761,1684,1800,3000,479,520
C,1000,1690,1694,1732,0000,6000,0000,1172,1197,1226,2200,0000,479,520
D,7000,8950,8400,9010,3000,1500,3000,2810,4350,4530,5000,0000,479,520
E,1400,5100,4790,3880,9000,1000,0000,8600,9100,8600,0000,8000,479,520
F,1600,3830,2910,2410,0000,0000,0000,7500,5400,6000,1000,0000,479,520
G,8000,1280,1220,1200,2300,0000,4000,5500,8400,8200,1000,2200,479,520
H,2600,1530,1210,1000,0000,8000,1200,0000,5000,0000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3200,0000,2500,0000,1500,1800,1000,9000,2400,3300,2500,0000,579,616
B,4300,6800,7700,8700,27351,26908,28493,8355,8207,7791,1700,1100,579,616
C,7000,5600,5300,8500,19510,18159,19114,5703,6029,6156,1000,0000,579,616
D,0000,6600,6200,2000,5779,4380,3824,1383,1797,2224,8000,0000,579,616
E,4000,3800,1300,2700,2672,1815,1710,4900,4930,5020,0000,1500,579,616
F,3700,4500,1500,1900,1950,1140,1141,2690,2410,3590,1700,1100,579,616
G,2400,4200,1600,3100,9420,8050,7140,1680,1990,2450,0000,6000,579,616
H,9000,3100,3400,0000,2300,1100,2300,1000,2600,2300,1900,0000,579,616
