, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1005,0.1312,0.0840,0.0913,0.0880,0.0942,0.0978,0.0996,0.0990,0.2283,0.0960,0.0811,OD600:600
B,0.0855,0.9558,1.2116,1.2978,1.0799,1.0904,1.0668,1.2806,1.2240,1.2142,0.1064,0.0977,OD600:600
C,0.1020,0.7272,0.9241,1.0076,0.8189,0.8342,0.8183,1.0072,1.0045,1.0249,0.1355,0.0992,OD600:600
D,0.0930,0.4298,0.4512,0.6935,0.6070,0.5886,0.6416,0.8110,0.8210,0.7206,0.1348,0.1018,OD600:600
E,0.0869,0.2764,0.2995,0.3357,0.4578,0.4757,0.4536,0.5102,0.4981,0.4893,0.3170,0.1015,OD600:600
F,0.0915,0.2155,0.2502,0.3854,0.3918,0.4205,0.3728,0.4284,0.4317,0.4294,0.3272,0.1110,OD600:600
G,0.0993,0.1530,0.1670,0.1761,0.1652,0.1854,0.1853,0.1895,0.1703,0.1723,0.1344,0.1214,OD600:600
H,0.0822,0.1413,0.1373,0.0988,0.1009,0.1014,0.1055,0.0976,0.1010,0.0992,0.0952,0.0848,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4000,1740,0000,2100,1000,2000,0000,3000,7000,0000,1600,0000,479,520
B,0000,2070,2234,2494,1600,1200,7000,1733,1746,1636,1900,0000,479,520
C,0000,1429,1566,1467,1700,6000,1000,9980,1061,1087,0000,0000,479,520
D,0000,8740,7190,7490,0000,0000,0000,2590,3790,4140,1100,0000,479,520
E,1000,5080,4080,3160,5000,7000,7000,8700,7400,8300,2000,2300,479,520
F,0000,3770,2800,1660,0000,1900,3000,4900,6400,5200,0000,0000,479,520
G,0000,1000,9300,8900,0000,2000,1000,6400,6300,6900,0000,3000,479,520
H,0000,1330,1210,4000,0000,1000,1200,0000,1000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,6000,1700,3600,2300,9000,1900,1300,1200,3300,0000,3200,2200,579,616
B,8000,1110,1560,1770,29074,28872,28963,8696,9233,8578,0000,0000,579,616
C,3000,7700,7100,1030,18242,17129,17495,6258,6142,6197,1100,1500,579,616
D,1700,3600,4100,3800,5048,3721,3499,1381,1844,2354,2000,1300,579,616
E,1300,6000,3800,1000,2250,1785,1591,5300,5350,4990,8000,4000,579,616
F,3600,3800,2000,2800,1658,1092,1145,3250,3090,3000,0000,1000,579,616
G,0000,8800,4100,6000,9050,7510,7400,1320,1910,2370,2600,0000,579,616
H,1400,2300,4800,2900,2000,0000,1900,3000,7000,1200,1200,9000,579,616
