, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1011,0.1232,0.0847,0.0936,0.0858,0.0927,0.0962,0.0984,0.0979,0.0990,0.0927,0.0814,OD600:600
B,0.0884,1.0004,1.1995,1.2794,1.0079,1.0233,1.0079,1.2618,1.2389,1.2306,0.1040,0.0947,OD600:600
C,0.0972,0.8790,0.8943,0.9786,0.7571,0.7507,0.7316,0.9628,0.9528,0.9640,0.1026,0.0961,OD600:600
D,0.0968,0.4444,0.4405,0.6468,0.5218,0.5163,0.5636,0.6026,0.6942,0.6105,0.1188,0.0977,OD600:600
E,0.0901,0.2788,0.2798,0.3040,0.3631,0.4033,0.4167,0.4500,0.4578,0.4559,0.2477,0.0998,OD600:600
F,0.0974,0.2134,0.2222,0.2934,0.2881,0.3455,0.3708,0.4018,0.3972,0.3953,0.2964,0.1022,OD600:600
G,0.1021,0.1481,0.1417,0.1462,0.1454,0.1523,0.1501,0.1704,0.1526,0.1511,0.1087,0.1023,OD600:600
H,0.0818,0.1361,0.1361,0.1000,0.1028,0.1024,0.1035,0.0988,0.1012,0.0975,0.0925,0.0843,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2300,1010,0000,0000,7000,5000,9000,1000,1000,0000,7000,7000,479,520
B,1000,1918,2069,2211,0000,1300,1200,1604,1648,1656,2100,0000,479,520
C,0000,1478,1463,1575,1100,3000,0000,1077,1070,1114,0000,0000,479,520
D,5000,7320,7050,7450,0000,1600,6000,2630,4000,4460,2000,0000,479,520
E,3000,4000,3770,3290,0000,6000,0000,1100,1230,1290,0000,0000,479,520
F,2000,2670,2310,2360,3000,2000,0000,6100,6900,6300,6000,0000,479,520
G,5000,1040,9800,8900,0000,1300,7000,6200,5900,6100,0000,1000,479,520
H,0000,9100,9500,0000,1100,1000,0000,3000,1500,0000,5000,2000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,9000,0000,2000,1500,3000,4200,0000,2700,7000,5000,1200,2500,579,616
B,1000,3300,2200,4500,27350,25046,26007,7731,7917,7681,8000,1800,579,616
C,0000,2100,3800,1500,18260,16642,17550,5595,5458,5783,9000,1300,579,616
D,1700,5200,1500,3100,6790,5791,4680,1666,1835,2184,0000,1800,579,616
E,1000,1100,0000,3000,3311,2716,2471,5910,6400,6480,0000,0000,579,616
F,5000,1000,0000,2600,2303,1624,1340,3320,3130,2740,9000,2900,579,616
G,2100,0000,3200,2300,8500,5680,7330,1560,2020,2080,0000,5000,579,616
H,5100,1500,6000,6000,0000,1600,2000,8000,6000,9000,2900,0000,579,616
