, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1005,0.1303,0.0931,0.0994,0.0977,0.1013,0.1022,0.1047,0.1050,0.1087,0.1003,0.0830,OD600:600
B,0.0978,0.9999,1.2129,1.2861,1.0248,1.0370,1.0206,1.2716,1.2442,1.2365,0.1081,0.1038,OD600:600
C,0.1039,0.8798,0.9033,0.9826,0.7661,0.7513,0.7392,0.9652,0.9586,0.9718,0.1064,0.1044,OD600:600
D,0.1032,0.4475,0.4438,0.6508,0.5253,0.5208,0.5707,0.6151,0.7114,0.6067,0.1062,0.1058,OD600:600
E,0.0991,0.2811,0.2822,0.2955,0.3740,0.4144,0.4249,0.4577,0.4611,0.4583,0.2534,0.1053,OD600:600
F,0.1026,0.2156,0.2231,0.3036,0.3006,0.3546,0.3803,0.4058,0.4015,0.4050,0.3059,0.1063,OD600:600
G,0.1057,0.1497,0.1432,0.1470,0.1364,0.1358,0.1405,0.1569,0.1398,0.1420,0.1073,0.1059,OD600:600
H,0.0822,0.1391,0.1380,0.1021,0.1047,0.1040,0.1082,0.1224,0.1044,0.1043,0.1003,0.0933,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,7700,7000,1600,0000,3000,1000,0000,2000,0000,0000,5000,479,520
B,1200,1938,2078,2146,1300,1200,2000,1565,1580,1617,0000,2000,479,520
C,2000,1392,1419,1528,1200,0000,2000,1082,1147,1122,0000,1900,479,520
D,2200,6810,6950,7940,4000,1500,7000,2680,4190,4570,0000,0000,479,520
E,0000,3680,3740,3220,1000,1100,1700,1010,1180,1210,0000,6000,479,520
F,1000,2710,2460,2250,1500,1000,8000,5500,5700,6300,1000,3000,479,520
G,0000,8300,8600,8800,0000,0000,0000,4700,6000,5700,0000,0000,479,520
H,0000,9800,9800,1800,0000,0000,5000,1000,0000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,3400,3800,3800,3600,0000,0000,1400,9000,1500,0000,2900,579,616
B,3200,1800,6100,2100,25899,24173,25545,7302,7316,7397,8000,3100,579,616
C,0000,5900,3500,5400,18492,16934,17367,5136,5499,5245,3000,2500,579,616
D,0000,1800,4100,4300,7002,4869,4568,1424,2119,2160,6000,2000,579,616
E,1000,0000,2300,3000,3260,2488,2196,5640,7460,6250,0000,1400,579,616
F,1800,1900,0000,0000,2168,1616,1421,3130,3430,3990,9000,2000,579,616
G,1400,0000,2800,5400,8910,7690,6390,1800,1930,1550,0000,1700,579,616
H,2400,1500,1100,8000,3200,3200,0000,5000,1900,0000,3300,4900,579,616
