, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0883,0.0893,0.0848,0.0869,0.0829,0.0897,0.0873,0.0842,0.0862,0.0889,0.0886,0.0890,OD600:600
B,0.1007,1.0040,0.9771,0.9741,0.7000,0.7043,0.6975,0.9965,0.9868,1.0070,0.1044,0.1063,OD600:600
C,0.1048,0.8150,0.7879,0.7733,0.5237,0.5186,0.5082,0.7945,0.7872,0.7952,0.1008,0.0942,OD600:600
D,0.1067,0.5691,0.5524,0.5537,0.2902,0.2900,0.2859,0.5465,0.5519,0.5380,0.1010,0.0969,OD600:600
E,0.1030,0.3629,0.3578,0.3530,0.1689,0.1693,0.1667,0.3465,0.3294,0.3171,0.1010,0.0904,OD600:600
F,0.1016,0.2546,0.2276,0.1957,0.1245,0.1235,0.1293,0.1905,0.1983,0.2000,0.1040,0.0945,OD600:600
G,0.1019,0.1289,0.1355,0.1243,0.1142,0.1123,0.1108,0.1203,0.1203,0.1168,0.1027,0.0899,OD600:600
H,0.0824,0.1198,0.0938,0.0975,0.0986,0.0993,0.1001,0.0942,0.0864,0.0854,0.0835,0.0842,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,0000,1400,1800,0000,7000,8000,8000,0000,0000,0000,7000,479,520
B,1000,1281,1251,1299,2000,1100,1000,1074,1060,1082,0000,0000,479,520
C,2000,1056,9900,9790,8000,0000,0000,8210,8620,8720,0000,0000,479,520
D,0000,6190,6690,6430,7000,8000,0000,5870,5480,5350,0000,0000,479,520
E,0000,3440,3760,3800,0000,1400,0000,2780,2540,2320,8000,0000,479,520
F,0000,2040,1740,1340,7000,0000,0000,1160,1260,1340,1000,0000,479,520
G,0000,3500,3200,4300,6000,1000,5000,2400,4100,3400,0000,9000,479,520
H,0000,1900,8000,2300,0000,4000,4000,0000,1000,3000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2100,8000,4500,0000,2100,1400,1100,0000,0000,3000,1700,1400,579,616
B,1700,6600,9000,9600,15527,14966,15471,2570,2857,2803,2000,2000,579,616
C,0000,3600,6100,3600,11465,10943,11007,1890,1957,1968,1800,3900,579,616
D,7000,2300,1000,2900,5707,5777,5752,8670,8500,7730,2000,0000,579,616
E,0000,0000,2300,0000,2342,2287,1926,2680,4010,2890,1500,2300,579,616
F,6000,4300,6000,1600,9450,8450,9340,2170,2100,2020,0000,1400,579,616
G,2400,1100,1900,4000,4230,4830,3710,1260,8400,1170,2300,0000,579,616
H,2600,0000,8000,6000,3100,2300,2400,2800,1100,1000,1000,1000,579,616
