, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0861,0.0803,0.0818,0.0846,0.0802,0.0875,0.0852,0.0814,0.0838,0.0885,0.0855,0.0940,OD600:600
B,0.0939,1.0144,0.9820,0.9790,0.6831,0.6856,0.6765,1.0059,0.9926,1.0167,0.1032,0.1056,OD600:600
C,0.1020,0.8253,0.7941,0.7777,0.5198,0.5147,0.4986,0.8021,0.7943,0.8034,0.1018,0.0895,OD600:600
D,0.0905,0.5674,0.5517,0.5589,0.2827,0.2831,0.2775,0.5506,0.5568,0.5328,0.1007,0.0935,OD600:600
E,0.0964,0.3550,0.3571,0.3545,0.1626,0.1642,0.1635,0.3564,0.3297,0.3075,0.1008,0.0886,OD600:600
F,0.0960,0.2528,0.2003,0.1783,0.1238,0.1226,0.1283,0.1856,0.2106,0.2136,0.1049,0.0928,OD600:600
G,0.0968,0.1277,0.1446,0.1242,0.1131,0.1121,0.1104,0.1210,0.1202,0.1168,0.1019,0.0888,OD600:600
H,0.0815,0.1118,0.0896,0.0911,0.0966,0.0979,0.0940,0.0875,0.0835,0.0838,0.0813,0.0838,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,1500,0000,2000,3000,3000,0000,4000,0000,0000,5000,3000,479,520
B,2000,1603,1579,1614,1200,1900,0000,1327,1329,1360,0000,0000,479,520
C,0000,1258,1233,1190,1300,5000,1400,9240,9670,9940,0000,0000,479,520
D,6000,8720,7940,7390,1600,9000,1900,5980,5890,5740,6000,0000,479,520
E,7000,4960,4870,4330,7000,2000,0000,3000,2400,2590,1100,0000,479,520
F,1700,2470,1770,1840,1000,4200,2600,1520,1690,1550,1600,0000,479,520
G,0000,5600,8600,6000,5000,1000,0000,5200,7100,5500,0000,0000,479,520
H,0000,4800,4000,0000,0000,5000,4000,2000,0000,0000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,2600,3000,1600,1000,3100,3000,1400,3900,1100,9000,0000,579,616
B,0000,7600,6200,4200,15800,15794,16637,2666,2968,2898,1000,1000,579,616
C,1300,4100,4200,4300,11567,11778,10975,1653,1867,1840,1700,1500,579,616
D,0000,2000,4100,3200,5450,5670,6027,8360,1041,7830,2000,1900,579,616
E,8000,1100,4000,1100,2290,2270,2234,3350,2870,3600,1300,5000,579,616
F,8000,0000,5100,4200,8420,1067,8340,2150,2070,2650,1600,8000,579,616
G,1000,1100,2300,0000,4630,5640,4110,9400,1460,1230,1400,2200,579,616
H,0000,9000,1200,0000,6000,3500,3300,0000,2200,1000,1700,0000,579,616
