, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0909,0.0928,0.0893,0.0933,0.0923,0.0976,0.0963,0.0968,0.1008,0.0874,0.0948,0.0827,OD600:600
B,0.0934,0.5776,0.6883,0.7417,0.5948,0.6230,0.6117,0.7491,0.6928,0.6483,0.1103,0.1020,OD600:600
C,0.0989,0.4430,0.6229,0.8342,0.6511,0.6519,0.6747,0.8728,0.8769,0.8764,0.3459,0.1022,OD600:600
D,0.0971,0.2831,0.5367,0.4514,0.3527,0.4905,0.4238,0.5107,0.5228,0.4764,0.4869,0.1055,OD600:600
E,0.1146,0.1966,0.3869,0.3466,0.3741,0.3323,0.2224,0.3226,0.3531,0.3826,0.2669,0.1213,OD600:600
F,0.1037,0.1666,0.3139,0.2929,0.2872,0.3560,0.2875,0.3896,0.3322,0.3283,0.1693,0.2806,OD600:600
G,0.1024,0.1754,0.3743,0.2940,0.3005,0.3305,0.2212,0.2860,0.2679,0.3446,0.2505,0.2400,OD600:600
H,0.0875,0.2805,0.1514,0.1157,0.1129,0.1098,0.1169,0.1199,0.1128,0.1310,0.0991,0.0844,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,0000,2900,1800,3000,0000,3500,0000,0000,0000,1600,5000,479,520
B,6000,7850,8610,8790,5000,0000,1400,5690,5650,5330,0000,9000,479,520
C,0000,5410,4310,2910,6000,6000,5000,2120,2200,2530,2000,1200,479,520
D,1000,3490,1490,1200,2000,2300,0000,9100,1020,1000,7000,8000,479,520
E,1100,1940,7800,8100,1300,2100,0000,2700,3900,2800,0000,1000,479,520
F,9000,2110,6300,4400,0000,1800,4000,2500,2000,3300,1000,0000,479,520
G,0000,8400,2600,3000,3000,1900,0000,1000,0000,2800,0000,1100,479,520
H,0000,1700,1900,0000,0000,0000,3000,1200,4000,0000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,5200,1100,2000,2400,0000,3400,1000,3800,2200,5000,4000,579,616
B,2800,1380,1070,7600,12586,12283,12456,5064,5212,5029,1300,7000,579,616
C,2300,9000,3800,1500,3974,3537,3061,1407,1580,1871,0000,1300,579,616
D,1300,4500,0000,1800,1913,1750,1537,6140,7850,5860,9000,9000,579,616
E,2600,0000,3300,1000,8120,7450,8150,2070,2110,1880,1100,1300,579,616
F,2500,3100,1300,1400,4270,4490,4470,1870,1440,2110,0000,0000,579,616
G,2400,0000,0000,0000,1670,2210,2720,7600,1420,1200,1600,2800,579,616
H,0000,1000,5000,4000,1000,2100,3400,0000,1000,6000,0000,4000,579,616
