, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0863,0.0853,0.0831,0.0889,0.0818,0.0948,0.0874,0.0870,0.0877,0.0891,0.0940,0.0821,OD600:600
B,0.1019,1.0047,0.9976,1.0004,0.4099,0.4249,0.4369,0.9537,0.9694,0.9588,0.1495,0.1249,OD600:600
C,0.1057,0.7977,0.8261,0.8343,0.3855,0.3950,0.3993,0.7936,0.7904,0.7784,0.1654,0.1008,OD600:600
D,0.0988,0.5231,0.5478,0.5658,0.3148,0.3256,0.3276,0.5070,0.5108,0.4794,0.1662,0.1262,OD600:600
E,0.1044,0.3366,0.3637,0.3686,0.2125,0.2152,0.2214,0.3153,0.2984,0.2963,0.1655,0.1493,OD600:600
F,0.1034,0.1819,0.1994,0.2029,0.1779,0.1795,0.1888,0.2066,0.2112,0.2104,0.1669,0.1543,OD600:600
G,0.1023,0.1464,0.1826,0.1715,0.1694,0.1673,0.1703,0.1812,0.1753,0.1735,0.1583,0.1558,OD600:600
H,0.0810,0.1239,0.1045,0.1020,0.1100,0.1061,0.1081,0.1006,0.1038,0.1002,0.0951,0.0837,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,6000,0000,0000,8000,0000,0000,1300,0000,2000,3000,0000,479,520
B,0000,1308,1267,1172,7000,1000,4000,9000,9260,9120,0000,0000,479,520
C,0000,9130,7880,7600,5000,4000,1800,5680,5490,5420,0000,9000,479,520
D,1200,6490,4930,4730,0000,0000,9000,2990,3170,2780,1100,4000,479,520
E,7000,3150,2730,2720,6000,3700,2400,1360,1130,1320,6000,1000,479,520
F,2100,1380,9500,1040,0000,1400,0000,6100,6800,4500,1200,0000,479,520
G,0000,8000,3800,5600,0000,6000,0000,2800,2200,3600,2100,6000,479,520
H,0000,0000,0000,0000,0000,2000,9000,7000,3000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,5700,7000,0000,1300,1300,2200,3000,2000,0000,8000,1900,579,616
B,1900,1900,2000,2900,4431,3951,4005,1032,1079,1172,1400,1200,579,616
C,2000,0000,4100,0000,2444,2527,2368,6200,6370,7430,0000,1000,579,616
D,0000,1200,1400,1200,1743,1909,1711,2850,3420,2740,0000,2000,579,616
E,2500,3400,2000,8000,9670,1007,1051,1580,1570,1600,5100,0000,579,616
F,0000,6000,5000,3100,5790,4990,4490,7500,1130,1020,1600,1100,579,616
G,0000,2000,9000,2600,3100,3220,1940,3900,2900,8100,9000,2600,579,616
H,2700,5500,0000,2300,7000,3900,0000,2500,1700,3100,2200,2100,579,616
