, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1004,0.1208,0.0835,0.0900,0.0850,0.0904,0.0956,0.0972,0.0973,0.1022,0.0914,0.0806,OD600:600
B,0.0860,0.9863,1.2092,1.2773,1.0557,1.0624,1.0504,1.2631,1.2366,1.2226,0.1020,0.0941,OD600:600
C,0.1008,0.8890,0.9129,0.9761,0.7902,0.7742,0.7676,0.9563,0.9516,0.9703,0.1013,0.0949,OD600:600
D,0.0924,0.4402,0.4379,0.6630,0.5436,0.5552,0.5850,0.6477,0.7430,0.6326,0.1012,0.0972,OD600:600
E,0.0858,0.2750,0.2772,0.2983,0.3922,0.4385,0.4448,0.4754,0.4821,0.4812,0.2792,0.0978,OD600:600
F,0.0925,0.2083,0.2155,0.3173,0.3156,0.3770,0.3962,0.4227,0.4188,0.4281,0.3060,0.1010,OD600:600
G,0.0997,0.1439,0.1380,0.1430,0.1314,0.1337,0.1375,0.1570,0.1355,0.1374,0.1034,0.1011,OD600:600
H,0.0820,0.1318,0.1315,0.0976,0.0994,0.0968,0.1024,0.0953,0.0968,0.0925,0.0866,0.0850,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,4000,9900,0000,0000,1400,1700,0000,4000,0000,2000,0000,3000,479,520
B,5000,2030,2110,2335,1900,5000,1400,1693,1696,1690,0000,4000,479,520
C,0000,1462,1474,1604,6000,1200,0000,1124,1183,1175,5000,6000,479,520
D,3700,7290,7080,8060,3000,1600,1000,2550,4070,4370,1100,0000,479,520
E,5000,4260,3720,2990,1000,0000,0000,1030,1220,9200,0000,1100,479,520
F,6000,2660,2190,2070,5000,1400,1900,6200,7200,6200,0000,5000,479,520
G,0000,1300,9300,7900,0000,2200,5000,6500,5600,5600,1900,5000,479,520
H,1400,8900,9400,1400,1000,1000,1800,0000,1000,3000,9000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,6000,1200,8000,0000,2300,1600,1700,1500,1100,2000,0000,579,616
B,4400,1160,9100,1050,26546,25730,26880,7743,7820,7812,6000,2800,579,616
C,9000,2000,1100,3700,19784,17408,17968,6061,5730,5722,3500,3400,579,616
D,0000,3500,1400,3500,6012,4915,4415,1551,2307,2263,1700,1200,579,616
E,2800,1100,4900,1600,2970,2338,2307,5230,6100,6030,0000,1300,579,616
F,4100,3800,2500,0000,2077,1442,1272,4010,3290,3320,7000,3000,579,616
G,9000,9000,0000,0000,8750,7440,7610,2140,1800,2090,1400,7000,579,616
H,2200,3800,1600,1400,2600,2100,2000,1200,2000,6000,0000,2100,579,616
