, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0854,0.0878,0.0882,0.0899,0.0889,0.0913,0.0918,0.0927,0.0940,0.0871,0.0831,0.0829,OD600:600
B,0.0898,0.5914,0.7632,0.7980,0.6812,0.7169,0.6955,0.7585,0.7474,0.7284,0.1049,0.0935,OD600:600
C,0.0971,0.5451,0.6577,0.8943,0.7435,0.7280,0.7131,0.8907,0.8514,0.8494,0.3262,0.0961,OD600:600
D,0.0935,0.3286,0.6059,0.6410,0.4983,0.5221,0.4720,0.6158,0.6518,0.6397,0.3614,0.1002,OD600:600
E,0.0951,0.1875,0.4138,0.3923,0.3878,0.4075,0.4260,0.3569,0.4175,0.3772,0.3448,0.0974,OD600:600
F,0.1019,0.1644,0.3706,0.4269,0.3155,0.3807,0.3295,0.3164,0.4028,0.4546,0.3199,0.3258,OD600:600
G,0.0975,0.1410,0.3383,0.3620,0.3369,0.3038,0.3464,0.2912,0.3258,0.3353,0.3378,0.2654,OD600:600
H,0.0956,0.2802,0.1493,0.1070,0.1070,0.1067,0.1107,0.1304,0.1077,0.1106,0.0849,0.0847,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,0000,0000,0000,8000,1000,0000,0000,0000,0000,0000,1000,479,520
B,0000,6960,8870,9080,0000,3000,1900,5940,5770,5320,0000,0000,479,520
C,1000,5140,5400,2430,0000,8000,4000,1670,1790,2090,1100,4000,479,520
D,0000,2890,1950,1040,1500,0000,1000,6400,6400,6200,1000,0000,479,520
E,1500,1320,5700,3200,0000,7000,0000,1800,4300,0000,1000,4000,479,520
F,1000,8900,4700,4000,3000,0000,0000,3200,2800,4000,1500,0000,479,520
G,1800,3400,3700,0000,0000,5000,2000,1600,0000,1100,0000,0000,479,520
H,6000,0000,0000,7000,0000,6000,2500,5000,4000,0000,1100,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,2900,3000,0000,3000,0000,6000,9000,1400,1500,2100,1200,579,616
B,8000,3200,3600,6300,12273,12507,12151,4635,5111,4905,7000,9000,579,616
C,6000,5000,1100,2900,2673,2827,2777,1121,1167,1674,4600,4000,579,616
D,0000,1900,4000,1200,1022,1001,1190,4240,5240,3550,0000,1000,579,616
E,0000,5900,1400,1500,5190,4730,3760,1590,2090,1820,1200,2000,579,616
F,1200,6000,4000,1800,3480,2060,3270,1560,7200,1230,1600,0000,579,616
G,7000,3000,1000,1800,6100,1160,1440,7900,8900,6600,1100,8000,579,616
H,1300,2000,1500,2000,1400,1400,0000,3300,3200,2500,2200,1000,579,616
