, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0376,0.0356,0.0366,0.0363,0.0363,0.0390,0.0368,0.0384,0.0379,0.0465,0.0372,0.0377,OD600:600
B,0.0380,0.7072,0.7154,0.6968,0.0628,0.0628,0.0633,0.4354,0.4312,0.4266,0.0495,0.0375,OD600:600
C,0.0422,0.6324,0.6304,0.6345,0.0480,0.0480,0.0497,0.3987,0.4033,0.4037,0.0401,0.0387,OD600:600
D,0.0376,0.3877,0.3763,0.3810,0.0459,0.0454,0.0450,0.2969,0.2962,0.2800,0.0373,0.0379,OD600:600
E,0.0388,0.2128,0.2086,0.1987,0.0431,0.0437,0.0436,0.1415,0.1353,0.1373,0.0387,0.0375,OD600:600
F,0.0376,0.1017,0.0958,0.0989,0.0451,0.0443,0.0442,0.0747,0.0761,0.0733,0.0460,0.0384,OD600:600
G,0.0381,0.0567,0.0677,0.0572,0.0450,0.0442,0.0437,0.0533,0.0525,0.0539,0.0387,0.0374,OD600:600
H,0.0369,0.0464,0.0384,0.0381,0.0375,0.0376,0.0355,0.0365,0.0372,0.0382,0.0377,0.0383,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,0000,0000,2900,1000,0000,0000,0000,8000,2000,1000,0000,479,520
B,0000,1495,1471,1420,2000,3000,4000,1167,1155,1138,9000,2000,479,520
C,7000,1352,1357,1394,0000,0000,1100,1095,1100,1024,0000,1000,479,520
D,0000,7600,7460,7020,0000,0000,3000,6070,6320,5910,4000,0000,479,520
E,0000,3540,3340,3220,1000,1800,8000,2450,2570,2270,9000,0000,479,520
F,1000,1490,1260,1470,1000,0000,0000,8500,1090,1040,8000,0000,479,520
G,0000,6200,4800,5800,5000,1600,0000,4800,4500,3600,0000,0000,479,520
H,9000,0000,0000,1000,0000,3000,0000,1700,1000,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2300,3500,0000,4800,4000,1600,3300,2000,0000,7000,2300,1200,579,616
B,0000,1500,1900,3700,7440,7180,7060,6220,6580,6990,0000,1000,579,616
C,1000,1200,0000,2000,3540,2940,3220,5330,4820,5300,1300,8000,579,616
D,1300,1900,4000,2800,2190,2520,3280,3830,3570,3050,2800,6000,579,616
E,1400,3600,2500,4000,2970,2680,1820,2130,2080,1980,3000,0000,579,616
F,3800,1800,1100,1000,2430,2580,1540,1460,1080,1310,1500,1100,579,616
G,3600,0000,1100,4300,2990,2830,2230,3200,4500,1730,2700,4000,579,616
H,5000,3200,1900,1000,1600,2200,0000,3900,8000,5000,2000,0000,579,616
