, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0558,0.0707,0.0369,0.0389,0.0377,0.0373,0.0372,0.0438,0.0378,0.0422,0.0367,0.0456,OD600:600
B,0.0384,0.9833,1.0481,1.1081,0.8424,0.8908,0.8940,1.1531,1.1536,1.1211,0.0385,0.0372,OD600:600
C,0.0392,0.7197,0.7209,0.8419,0.6308,0.6229,0.6241,0.7755,0.7668,0.7408,0.0375,0.0379,OD600:600
D,0.0371,0.3889,0.3796,0.4222,0.3319,0.3197,0.3343,0.3881,0.3980,0.3839,0.0375,0.0373,OD600:600
E,0.0381,0.2148,0.2120,0.2129,0.1802,0.1793,0.1812,0.2099,0.2139,0.2128,0.0371,0.0380,OD600:600
F,0.0383,0.1421,0.1433,0.1515,0.1171,0.1239,0.1187,0.1366,0.1429,0.1424,0.0378,0.0388,OD600:600
G,0.0382,0.0758,0.0710,0.0727,0.0582,0.0516,0.0540,0.0642,0.0656,0.0661,0.0374,0.0363,OD600:600
H,0.0374,0.0693,0.0687,0.0380,0.0367,0.0382,0.0360,0.0370,0.0363,0.0376,0.0377,0.0388,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,1370,0000,5000,0000,0000,1000,0000,2000,4000,9000,0000,479,520
B,2000,3103,3181,3301,2400,2100,1500,2531,2562,2543,8000,7000,479,520
C,0000,2054,2129,2216,3300,8000,1200,1697,1702,1657,9000,0000,479,520
D,1200,1084,1060,1145,3000,0000,8000,8060,8240,8100,5000,2000,479,520
E,0000,5760,5420,5440,0000,2500,0000,4210,4100,3960,0000,0000,479,520
F,0000,3730,3610,3960,1800,3000,0000,2710,2860,2910,1600,0000,479,520
G,3000,1520,1500,1410,1000,1700,0000,1020,1090,8500,1000,3000,479,520
H,2000,9000,1040,2600,0000,0000,0000,1600,4000,0000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,3600,6000,1500,1000,1000,3100,2000,1400,2500,2600,9000,579,616
B,7000,2800,4100,3800,16245,16754,16673,7216,7006,7248,1200,0000,579,616
C,1700,0000,3400,2300,20566,20867,21126,6278,6271,6162,8000,4200,579,616
D,2700,1300,1600,1200,13088,12094,12980,3591,3709,3628,1900,0000,579,616
E,0000,0000,1900,2700,7158,6821,6784,1804,1871,1865,4000,8000,579,616
F,1200,0000,5200,2300,4078,4030,4116,1044,1030,1148,4000,2000,579,616
G,9000,3000,0000,1400,9380,8690,7830,2310,2720,2120,1500,1800,579,616
H,4900,2300,8000,3600,3300,3800,2600,2000,1000,2000,1600,1000,579,616
