, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0896,0.0899,0.0857,0.0933,0.0870,0.0933,0.0931,0.0934,0.0975,0.0872,0.0894,0.0834,OD600:600
B,0.0905,0.5757,0.6584,0.7236,0.5907,0.6105,0.6016,0.7377,0.6575,0.6437,0.1072,0.0998,OD600:600
C,0.0976,0.4405,0.5934,0.8458,0.6458,0.6473,0.6022,0.8752,0.8922,0.8774,0.2499,0.0996,OD600:600
D,0.0952,0.2811,0.5300,0.4671,0.3784,0.4741,0.4628,0.5083,0.5356,0.4872,0.3587,0.1030,OD600:600
E,0.1012,0.1914,0.3826,0.3530,0.4005,0.3136,0.2928,0.3416,0.3538,0.2876,0.2595,0.1010,OD600:600
F,0.1027,0.1631,0.3006,0.2993,0.2706,0.3555,0.1849,0.4130,0.3277,0.3928,0.1911,0.2898,OD600:600
G,0.1000,0.1730,0.3588,0.2914,0.2206,0.3590,0.2042,0.2806,0.2244,0.3048,0.2316,0.2245,OD600:600
H,0.0917,0.2379,0.1506,0.1150,0.1086,0.1089,0.1135,0.1302,0.1082,0.1070,0.0925,0.0844,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1800,2000,0000,0000,3000,0000,5000,0000,2000,0000,2000,9000,479,520
B,1400,7910,7940,9130,0000,1000,1500,5890,5540,5390,3000,2000,479,520
C,5000,5330,4510,3040,3000,1000,2300,1990,1700,2570,0000,0000,479,520
D,1400,3170,1870,1270,2000,8000,0000,8700,8500,9500,0000,0000,479,520
E,0000,2090,7100,7500,0000,6000,0000,3000,1900,2700,6000,9000,479,520
F,0000,1740,7300,4200,1400,1300,5000,9000,2600,1400,7000,6000,479,520
G,0000,7100,5200,2300,9000,0000,0000,0000,2000,2000,4000,1000,479,520
H,0000,3400,0000,0000,0000,0000,3000,1100,1200,0000,7000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,1300,4800,2300,2300,3100,2000,1000,4700,8000,8000,1600,579,616
B,0000,9000,1230,1130,13775,12917,13141,5304,5421,5187,0000,2900,579,616
C,1800,0000,5900,5000,3806,3720,3521,1560,1403,1871,2100,2300,579,616
D,3300,7400,4100,3300,2075,1716,1599,7240,7150,7180,3500,7000,579,616
E,2200,0000,8000,6900,7550,8630,7230,2270,1780,2640,4000,3400,579,616
F,7000,1400,0000,2300,4430,4220,4420,1230,1840,1580,0000,5000,579,616
G,1600,0000,8000,0000,2350,2460,2200,9300,2130,9400,0000,0000,579,616
H,2400,1900,5000,8000,7000,0000,8000,8000,4700,2700,8000,2400,579,616
