, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0861,0.0955,0.0912,0.0967,0.0925,0.0982,0.0976,0.0955,0.0991,0.0875,0.0892,0.0820,OD600:600
B,0.1004,0.6033,0.7759,0.8039,0.6728,0.7044,0.6843,0.7544,0.7482,0.7211,0.1083,0.0998,OD600:600
C,0.1020,0.5695,0.6645,0.8908,0.7195,0.7302,0.6911,0.8592,0.8607,0.8629,0.3433,0.1017,OD600:600
D,0.0982,0.3492,0.5950,0.6174,0.4980,0.5001,0.5132,0.5882,0.6543,0.6062,0.3349,0.1053,OD600:600
E,0.0987,0.1928,0.4040,0.4152,0.3810,0.3868,0.3914,0.3711,0.4116,0.4290,0.3421,0.1090,OD600:600
F,0.1057,0.1655,0.4152,0.3825,0.3476,0.3716,0.3584,0.3731,0.4061,0.3935,0.3826,0.3388,OD600:600
G,0.1083,0.1473,0.3716,0.3364,0.3513,0.3274,0.3870,0.3405,0.3587,0.3645,0.3301,0.3211,OD600:600
H,0.0921,0.2686,0.1460,0.1115,0.1117,0.1097,0.1156,0.1257,0.1129,0.1152,0.0994,0.0840,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,1100,1200,0000,8000,1000,7000,1000,0000,0000,4000,0000,479,520
B,2200,6950,8490,8810,1000,9000,0000,5720,5770,5280,0000,0000,479,520
C,0000,5260,4790,2430,1200,0000,0000,1440,1530,1910,0000,0000,479,520
D,0000,2980,1840,8800,0000,0000,5000,7100,8500,7000,1500,0000,479,520
E,2500,1230,5200,3500,0000,3800,0000,1800,2200,3500,0000,1000,479,520
F,4000,9500,1200,2500,0000,0000,7000,4000,9000,2000,1400,1000,479,520
G,3000,4300,1500,0000,0000,0000,2000,1000,1000,4000,0000,6000,479,520
H,6000,0000,1000,0000,0000,0000,5000,0000,2000,0000,0000,8000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,3000,3700,9000,4000,0000,1900,1100,1500,1800,2100,8000,579,616
B,0000,3500,3400,3500,11566,11517,11802,4319,4533,4185,0000,2000,579,616
C,2000,6700,3400,6000,2668,2853,2490,1034,1146,1203,1500,1000,579,616
D,9000,5000,1000,1200,1055,1263,1147,4660,3480,3280,9000,1200,579,616
E,2000,3100,0000,0000,5270,4790,3940,1260,1110,1490,0000,2000,579,616
F,3400,1900,0000,1200,2460,3380,2190,1150,9300,1220,1200,4000,579,616
G,4000,0000,0000,0000,9800,1200,1680,5000,9300,1180,0000,0000,579,616
H,1300,9000,4000,7000,1100,3000,2500,2200,2800,5000,1900,8000,579,616
