, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0394,0.0385,0.0387,0.0379,0.0380,0.0375,0.0373,0.0386,0.0428,0.0454,0.0368,0.0389,OD600:600
B,0.0404,0.4634,0.4660,0.4654,0.2706,0.2482,0.2108,0.3768,0.3849,0.3619,0.0387,0.0378,OD600:600
C,0.0390,0.4553,0.4487,0.4553,0.2341,0.1905,0.1867,0.3750,0.3715,0.3682,0.0386,0.0383,OD600:600
D,0.0383,0.3071,0.3093,0.3103,0.1728,0.1764,0.1731,0.2520,0.2552,0.2436,0.0427,0.0374,OD600:600
E,0.0403,0.1217,0.1079,0.1354,0.0831,0.0827,0.0807,0.1144,0.1293,0.1307,0.0370,0.0386,OD600:600
F,0.0458,0.0774,0.0817,0.0812,0.0558,0.0662,0.0552,0.0711,0.0759,0.0772,0.0377,0.0389,OD600:600
G,0.0381,0.0553,0.0601,0.0549,0.0451,0.0446,0.0476,0.0605,0.0512,0.0625,0.0376,0.0368,OD600:600
H,0.0373,0.0617,0.0387,0.0408,0.0367,0.0371,0.0372,0.0475,0.0383,0.0388,0.0384,0.0380,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,0000,0000,8000,7000,0000,3100,8000,3000,2000,2200,0000,479,520
B,0000,7720,7410,7760,1500,0000,0000,5040,4680,4890,9000,0000,479,520
C,6000,7180,7020,7270,0000,0000,1700,4700,4950,4760,6000,0000,479,520
D,1000,4300,4490,4580,0000,7000,1100,2820,2880,2770,9000,5000,479,520
E,0000,1720,1730,1870,4000,0000,0000,1300,1460,1300,0000,2000,479,520
F,3100,1120,9400,9300,5000,0000,7000,6600,6600,8600,8000,0000,479,520
G,1900,4900,4500,4700,0000,4000,2500,1200,3800,2800,1300,9000,479,520
H,0000,0000,5000,1000,0000,5000,5000,0000,1100,0000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,5200,1500,1000,2800,1200,0000,2300,1900,0000,2500,6000,579,616
B,0000,1900,1100,1700,1366,1235,1052,5780,5100,4650,0000,1300,579,616
C,1200,1300,0000,1700,1084,1039,1046,5530,5250,3610,2100,0000,579,616
D,9000,4100,2800,1700,1055,8690,1004,4660,5000,3510,1600,8000,579,616
E,2600,0000,0000,1400,6260,6350,5080,2010,1760,1430,6000,2700,579,616
F,3000,8000,3700,1900,3970,3030,3160,1160,1110,1500,0000,0000,579,616
G,1300,0000,3200,1700,1860,2450,2760,7300,1140,1400,8000,9000,579,616
H,1500,0000,1200,2500,1000,2000,2100,2700,6000,4100,2600,3600,579,616
