, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0871,0.0870,0.0858,0.0914,0.0877,0.0945,0.0942,0.0931,0.0964,0.0872,0.0863,0.0829,OD600:600
B,0.0913,0.6028,0.7664,0.7989,0.6464,0.6791,0.6534,0.7385,0.7249,0.7051,0.1069,0.0984,OD600:600
C,0.0971,0.5776,0.6599,0.9090,0.6961,0.7073,0.6562,0.8320,0.8490,0.8368,0.3466,0.0990,OD600:600
D,0.0942,0.3488,0.5869,0.6566,0.4809,0.4864,0.5130,0.5727,0.6323,0.5934,0.3276,0.1020,OD600:600
E,0.0953,0.1884,0.4022,0.4021,0.3968,0.3819,0.3651,0.4006,0.3970,0.3893,0.3281,0.1125,OD600:600
F,0.1023,0.1634,0.3962,0.3740,0.3481,0.3705,0.3244,0.3925,0.4327,0.3992,0.3615,0.3547,OD600:600
G,0.1016,0.1428,0.3550,0.3304,0.3487,0.3630,0.3344,0.3396,0.3546,0.3537,0.3418,0.2866,OD600:600
H,0.0920,0.2825,0.1414,0.1174,0.1069,0.1065,0.1131,0.1171,0.1127,0.1097,0.0936,0.0839,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,1000,4000,0000,0000,7000,1100,0000,0000,0000,1100,0000,479,520
B,0000,7080,8720,9070,7000,2000,1100,5430,5700,5400,1000,0000,479,520
C,0000,5160,5350,2380,1700,3000,9000,1520,1490,1830,0000,6000,479,520
D,4000,2830,1800,1090,0000,2600,0000,6900,7400,7000,6000,0000,479,520
E,4000,1520,5200,5100,2400,2000,5000,1600,3700,2000,0000,1000,479,520
F,8000,1050,3400,2100,6000,5000,9000,2100,2100,1100,0000,0000,479,520
G,6000,0000,0000,7000,0000,0000,0000,6000,2100,1600,0000,0000,479,520
H,0000,3400,1800,7000,0000,7000,0000,0000,2500,0000,9000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,0000,1100,7400,1000,0000,0000,9000,2600,1400,1200,1600,579,616
B,1300,4100,4700,2700,11767,11247,11545,4323,4650,4437,0000,2000,579,616
C,5000,3100,1700,2400,2683,2614,2798,9090,1121,1257,8000,0000,579,616
D,2500,3700,6000,1900,9670,1125,1027,3990,4350,3510,2100,2000,579,616
E,1900,0000,1300,0000,4240,4820,4750,9100,1800,2200,1500,1800,579,616
F,1200,2300,0000,2000,2360,2150,2360,1400,1210,8400,2500,1700,579,616
G,4000,1800,1500,1700,1260,1520,1280,7600,8900,8100,0000,1500,579,616
H,3900,2800,2000,2700,0000,7000,6000,1800,5000,3300,1300,5900,579,616
