, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0859,0.0833,0.0808,0.0829,0.0800,0.0839,0.0814,0.0811,0.0836,0.0893,0.0834,0.0826,OD600:600
B,0.0884,1.0113,0.9726,0.9697,0.6896,0.6923,0.6812,1.0026,0.9894,1.0190,0.1020,0.0958,OD600:600
C,0.0975,0.8231,0.8040,0.7896,0.5564,0.5526,0.5320,0.8230,0.8124,0.8211,0.1001,0.0874,OD600:600
D,0.0880,0.5728,0.5756,0.5839,0.3045,0.3049,0.2895,0.5758,0.5850,0.5631,0.1042,0.0921,OD600:600
E,0.0928,0.3493,0.3726,0.3771,0.1827,0.1855,0.1828,0.3783,0.3559,0.3417,0.1230,0.0867,OD600:600
F,0.0924,0.2553,0.2109,0.2158,0.1439,0.1438,0.1529,0.2135,0.2333,0.2307,0.1319,0.0904,OD600:600
G,0.0928,0.1280,0.1405,0.1249,0.1139,0.1132,0.1127,0.1215,0.1205,0.1176,0.1015,0.0850,OD600:600
H,0.0830,0.1118,0.0943,0.0918,0.0965,0.0962,0.0970,0.0864,0.0846,0.0845,0.0821,0.0839,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,4000,2800,0000,1000,3000,0000,0000,0000,7000,0000,8000,479,520
B,2400,1689,1535,1505,2100,4000,8000,1313,1286,1336,0000,4000,479,520
C,0000,1340,1153,1043,0000,0000,0000,8960,8890,9260,1300,0000,479,520
D,0000,9070,7150,6700,0000,1400,0000,5870,5840,5430,3000,0000,479,520
E,2100,4710,4280,3720,5000,1800,6000,2680,2320,2060,0000,2000,479,520
F,2800,2580,1610,1380,0000,1000,1000,1320,1480,1500,4000,0000,479,520
G,0000,9600,9300,6200,1200,1100,4000,4900,5300,6000,3000,0000,479,520
H,2000,0000,1000,0000,0000,0000,8000,0000,0000,0000,1100,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,1000,0000,0000,2000,1100,2000,2600,4800,2600,7000,2000,579,616
B,4300,9400,4800,1110,17436,17330,17237,3133,3129,2974,4000,0000,579,616
C,0000,6800,4200,3900,11481,10598,11180,1856,1990,1949,4000,2300,579,616
D,2000,4700,0000,2800,5817,5383,5372,9890,8320,8280,1800,3000,579,616
E,7000,3100,3600,1300,2225,2256,2274,3890,3410,2800,3600,9000,579,616
F,4000,2200,8000,1700,9940,1029,1065,1620,2840,1820,2100,1100,579,616
G,0000,7000,5600,2000,5440,6080,5680,2170,1560,1060,3700,3100,579,616
H,1000,4100,0000,2600,5000,1200,1300,0000,2200,0000,7000,1200,579,616
