, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0563,0.0378,0.0370,0.0391,0.0376,0.0374,0.0375,0.0435,0.0380,0.0430,0.0362,0.0378,OD600:600
B,0.0386,0.1079,0.0985,0.1118,0.0531,0.0533,0.0530,0.0833,0.0779,0.0778,0.0380,0.0373,OD600:600
C,0.0395,0.1072,0.1021,0.1097,0.0499,0.0488,0.0468,0.0726,0.0726,0.0748,0.0375,0.0383,OD600:600
D,0.0374,0.0868,0.0956,0.0951,0.0439,0.0451,0.0440,0.0675,0.0637,0.0663,0.0378,0.0372,OD600:600
E,0.0380,0.0819,0.0777,0.0832,0.0435,0.0443,0.0451,0.0642,0.0743,0.0667,0.0374,0.0382,OD600:600
F,0.0380,0.0721,0.0717,0.0750,0.0431,0.0460,0.0443,0.0609,0.0633,0.0632,0.0377,0.0377,OD600:600
G,0.0378,0.0553,0.0546,0.0549,0.0469,0.0432,0.0455,0.0519,0.0531,0.0545,0.0370,0.0366,OD600:600
H,0.0374,0.0447,0.0402,0.0382,0.0366,0.0375,0.0358,0.0371,0.0364,0.0386,0.0376,0.0387,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,0000,1000,9000,2000,5000,0000,1000,1300,5000,1000,4000,479,520
B,0000,1200,1280,1610,0000,0000,0000,7300,7100,7000,0000,1000,479,520
C,0000,1050,1240,1700,5000,2000,0000,7400,6900,8800,0000,2400,479,520
D,1300,1080,1360,1250,0000,1300,1600,5700,4900,6100,4000,0000,479,520
E,9000,8200,8000,7900,0000,0000,0000,3300,3900,3300,0000,0000,479,520
F,0000,9400,8200,7800,5000,4000,4000,1600,4900,4300,8000,2000,479,520
G,8000,6900,3500,3800,0000,4000,5000,3600,3800,3200,0000,0000,479,520
H,1600,0000,9000,0000,0000,0000,3000,0000,6000,0000,6000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5800,5100,1000,1700,0000,2300,1300,7000,2000,2000,1900,3900,579,616
B,1200,0000,2200,0000,1570,1660,1530,4900,8800,1070,2200,3100,579,616
C,3600,9000,0000,2400,5300,1080,9600,1180,5900,4900,2800,3000,579,616
D,0000,5000,1500,3500,9500,1000,1130,4200,5400,5700,1500,0000,579,616
E,0000,0000,3000,1800,3900,1030,5300,3100,4800,7300,1800,0000,579,616
F,1800,2300,7000,1300,8200,8100,9100,2000,4000,6300,0000,4000,579,616
G,0000,4100,4000,2500,7500,7100,8300,5200,6200,4500,0000,1700,579,616
H,5100,0000,1000,4700,3000,1700,1100,2300,2200,1300,3700,1700,579,616
