, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0375,0.0365,0.0359,0.0362,0.0370,0.0392,0.0368,0.0390,0.0383,0.0468,0.0363,0.0384,OD600:600
B,0.0379,0.0437,0.0436,0.0440,0.0421,0.0420,0.0421,0.0428,0.0428,0.0450,0.0384,0.0495,OD600:600
C,0.0400,0.0467,0.0445,0.0428,0.0415,0.0416,0.0430,0.0442,0.0427,0.0428,0.0383,0.0386,OD600:600
D,0.0379,0.0438,0.0416,0.0416,0.0431,0.0425,0.0436,0.0435,0.0415,0.0410,0.0372,0.0375,OD600:600
E,0.0411,0.0435,0.0519,0.0425,0.0405,0.0416,0.0425,0.0431,0.0449,0.0443,0.0387,0.0388,OD600:600
F,0.0367,0.0438,0.0430,0.0453,0.0429,0.0410,0.0421,0.0433,0.0422,0.0409,0.0378,0.0382,OD600:600
G,0.0384,0.0430,0.0547,0.0431,0.0418,0.0408,0.0416,0.0420,0.0459,0.0475,0.0384,0.0369,OD600:600
H,0.0373,0.0382,0.0386,0.0379,0.0363,0.0377,0.0363,0.0365,0.0375,0.0383,0.0381,0.0381,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1000,0000,4000,1400,1200,0000,2000,0000,7000,0000,1800,0000,479,520
B,0000,2000,3100,2200,0000,1400,6000,1000,2200,6000,0000,2000,479,520
C,0000,0000,4000,2900,2000,0000,9000,1300,1000,3000,9000,8000,479,520
D,1000,1100,2300,4000,0000,0000,1000,7000,1800,1000,4000,0000,479,520
E,0000,2800,2400,2800,1300,1700,0000,8000,9000,6000,1100,2100,479,520
F,2500,2500,2100,2500,0000,8000,2000,1600,4000,0000,0000,9000,479,520
G,0000,6000,0000,1600,1100,3000,1000,2000,1900,1600,0000,1000,479,520
H,1100,0000,4000,0000,2800,6000,1600,1400,0000,1000,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5100,4000,0000,3700,1900,3600,8000,0000,1500,1000,2500,1200,579,616
B,0000,3000,3100,0000,1310,8300,9700,1030,6000,5400,1100,3300,579,616
C,1700,4000,1200,1300,1070,1230,4100,1600,5700,6200,1600,3000,579,616
D,1900,2100,2600,4700,6500,1300,1090,3200,2400,6200,9000,1900,579,616
E,2000,0000,6000,3800,1130,9500,1180,8000,6100,7800,0000,6000,579,616
F,1200,3500,2500,1100,1350,1180,8900,3300,3400,6700,2900,2000,579,616
G,1900,7000,6000,1200,1160,9200,8400,9000,5400,4100,0000,1400,579,616
H,2000,1700,1400,0000,1200,5000,2500,3300,9000,1300,1600,0000,579,616
