, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0399,0.0359,0.0371,0.0367,0.0367,0.0387,0.0367,0.0385,0.0380,0.0467,0.0367,0.0380,OD600:600
B,0.0424,0.9315,0.9224,0.9215,0.1396,0.1405,0.1364,0.7812,0.7944,0.7804,0.0468,0.0374,OD600:600
C,0.0482,0.7280,0.7189,0.7203,0.0975,0.0972,0.0999,0.5977,0.6052,0.5909,0.0377,0.0386,OD600:600
D,0.0378,0.4591,0.4413,0.4543,0.0640,0.0645,0.0641,0.3479,0.3343,0.3102,0.0379,0.0376,OD600:600
E,0.0392,0.2589,0.2522,0.2422,0.0532,0.0542,0.0554,0.1625,0.1452,0.1531,0.0385,0.0379,OD600:600
F,0.0373,0.1244,0.1126,0.1215,0.0548,0.0527,0.0544,0.0769,0.0794,0.0794,0.0449,0.0390,OD600:600
G,0.0388,0.0575,0.0727,0.0577,0.0450,0.0443,0.0443,0.0536,0.0530,0.0543,0.0391,0.0375,OD600:600
H,0.0365,0.0435,0.0386,0.0382,0.0365,0.0376,0.0359,0.0367,0.0368,0.0392,0.0381,0.0385,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2600,8000,0000,8000,0000,0000,3000,3000,5000,0000,8000,0000,479,520
B,4000,1853,1830,1872,6000,2300,1000,1600,1618,1572,0000,8000,479,520
C,2000,1298,1331,1304,6000,1400,0000,1104,1124,1098,5000,1200,479,520
D,1000,8030,7650,7530,4000,1600,1000,5600,5970,5490,1300,0000,479,520
E,7000,4060,4010,4020,0000,2000,4000,2410,2090,2200,5000,5000,479,520
F,9000,1520,1430,1670,0000,4000,5000,1120,1140,1150,1100,1000,479,520
G,0000,7600,7000,4400,9000,1100,1000,3200,5700,5500,1000,1900,479,520
H,0000,0000,0000,0000,0000,0000,4000,5000,5000,1500,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2500,1500,0000,0000,1600,1300,1100,1300,2700,3800,0000,1500,579,616
B,0000,2500,4000,1400,2959,2594,2560,1331,1239,1439,1600,2500,579,616
C,1400,1100,1400,2300,1778,1829,1640,9060,9770,1007,1800,5000,579,616
D,2000,0000,1300,1300,7250,7600,6480,6020,5870,5120,1900,2400,579,616
E,2600,0000,2800,1500,5400,5700,5470,1680,2240,1970,0000,1400,579,616
F,2900,3800,3200,1500,4440,5200,5250,1590,1080,1600,1700,3000,579,616
G,1200,1300,0000,0000,3910,4080,2960,1170,7100,1120,3700,0000,579,616
H,1200,9000,9000,2000,1800,7000,2900,1400,6000,1000,1200,1100,579,616
