, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0561,0.0372,0.0369,0.0443,0.0378,0.0375,0.0369,0.0406,0.0377,0.0382,0.0359,0.0385,OD600:600
B,0.0386,0.0439,0.0428,0.0436,0.0424,0.0424,0.0431,0.0481,0.0435,0.0431,0.0383,0.0373,OD600:600
C,0.0397,0.0441,0.0485,0.0545,0.0457,0.0423,0.0785,0.0938,0.1007,0.0901,0.0379,0.0379,OD600:600
D,0.0371,0.0436,0.0465,0.0425,0.0413,0.0746,0.0904,0.1081,0.1148,0.1185,0.0722,0.0372,OD600:600
E,0.0392,0.0451,0.0416,0.0435,0.0418,0.0625,0.0923,0.1125,0.1132,0.1227,0.0751,0.0386,OD600:600
F,0.0381,0.0435,0.0419,0.0443,0.0405,0.0424,0.0467,0.0797,0.1029,0.1071,0.0527,0.0379,OD600:600
G,0.0389,0.0444,0.0439,0.0436,0.0438,0.0403,0.0422,0.0415,0.0418,0.0427,0.0373,0.0366,OD600:600
H,0.0374,0.0390,0.0385,0.0380,0.0366,0.0374,0.0362,0.0368,0.0364,0.0393,0.0377,0.0389,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,0000,0000,2500,0000,0000,0000,0000,2000,1000,5000,3000,479,520
B,9000,4000,1000,2800,8000,0000,0000,1500,1800,1900,0000,3000,479,520
C,0000,8000,2400,1900,1700,1600,0000,2400,7000,0000,0000,1700,479,520
D,0000,1400,1200,2000,0000,6000,0000,1300,1600,1200,1100,7000,479,520
E,6000,1000,1600,1200,7000,1400,0000,1200,2000,1000,0000,0000,479,520
F,0000,3600,4300,3200,0000,0000,3000,1600,2500,6000,2000,0000,479,520
G,2000,5000,4400,1600,0000,1600,1100,7000,2700,1600,1900,1000,479,520
H,1500,1000,0000,0000,0000,2000,0000,0000,0000,2000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,8000,2100,2100,4300,0000,9000,2400,1300,4200,1200,2400,579,616
B,9000,1400,3600,2700,7300,6500,6800,4830,9900,6600,0000,9000,579,616
C,2400,0000,2400,1900,5400,1180,1110,6000,6000,4400,3100,2600,579,616
D,1600,5000,9000,4000,1530,8800,7700,4100,5900,7800,5000,0000,579,616
E,6000,2600,3100,0000,9600,1600,1100,7900,7100,5500,6000,4600,579,616
F,2700,1200,2400,3700,1060,1100,1020,7900,7100,4400,2900,0000,579,616
G,3800,1500,2900,3000,1370,1220,1040,5800,6600,2400,0000,1900,579,616
H,1000,0000,0000,2700,2300,0000,1000,2000,2100,1100,2600,0000,579,616
