, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1017,0.1212,0.0845,0.0913,0.0889,0.0920,0.0962,0.0975,0.0968,0.1015,0.0917,0.0831,OD600:600
B,0.0860,0.9803,1.2119,1.2752,1.0738,1.0844,1.0670,1.2682,1.2347,1.2214,0.1024,0.0930,OD600:600
C,0.0945,0.8976,0.9191,0.9713,0.7940,0.7911,0.7705,0.9593,0.9540,0.9723,0.1007,0.0951,OD600:600
D,0.0926,0.4401,0.4363,0.6626,0.5505,0.5511,0.5914,0.6901,0.7335,0.6280,0.1009,0.0978,OD600:600
E,0.1048,0.2746,0.2755,0.2945,0.4031,0.4432,0.4507,0.4872,0.4809,0.4854,0.2640,0.0967,OD600:600
F,0.0948,0.2106,0.2171,0.3246,0.3298,0.3798,0.3956,0.4328,0.4197,0.4337,0.3106,0.0993,OD600:600
G,0.1001,0.1456,0.1389,0.1426,0.1308,0.1308,0.1316,0.1499,0.1357,0.1369,0.1020,0.0988,OD600:600
H,0.0818,0.1328,0.1314,0.0969,0.0979,0.0993,0.1020,0.0958,0.0995,0.0972,0.0923,0.0845,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,7800,4000,1800,0000,1600,9000,5000,0000,5000,5000,6000,479,520
B,5000,1964,2222,2354,1300,7000,1000,1684,1642,1632,7000,0000,479,520
C,2000,1511,1505,1600,1500,3000,2200,1177,1157,1198,6000,4000,479,520
D,0000,7170,7130,7980,0000,0000,2000,2750,4190,4760,1000,0000,479,520
E,8000,3310,3670,3240,2000,2000,0000,1060,7100,1030,4000,7000,479,520
F,5000,2700,2490,1980,0000,0000,0000,5600,6100,6300,1000,0000,479,520
G,0000,7500,6000,1040,6000,3000,1000,3700,4900,5700,0000,3000,479,520
H,0000,1000,7800,0000,0000,1000,1800,0000,7000,3000,4000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,6300,0000,2300,0000,7000,2500,0000,1400,1800,4000,1600,8000,579,616
B,2400,5600,6000,7800,27230,25614,27758,8036,8125,8138,2300,1000,579,616
C,1400,2400,3700,5400,20874,18880,19031,6025,5932,6180,2200,1200,579,616
D,0000,7100,1400,1500,6233,4795,4511,1538,2061,2225,0000,1000,579,616
E,1000,3000,1000,0000,2873,2491,2133,5730,5260,5930,5000,0000,579,616
F,1300,3200,5000,4900,2099,1542,1138,3130,2400,4100,1000,3000,579,616
G,2600,4000,0000,8000,9710,5590,6610,1820,1970,2280,2500,3900,579,616
H,2200,5000,0000,2000,3800,2200,1900,1400,1500,1200,5000,3900,579,616
