, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1004,0.1208,0.0822,0.0919,0.0863,0.0923,0.0986,0.0991,0.0998,0.1009,0.0938,0.0821,OD600:600
B,0.0865,1.0047,1.1865,1.2682,0.9978,1.0070,0.9967,1.2577,1.2350,1.2271,0.1044,0.0979,OD600:600
C,0.0938,0.8680,0.8808,0.9701,0.7386,0.7301,0.7240,0.9540,0.9458,0.9570,0.1038,0.1006,OD600:600
D,0.0944,0.4476,0.4420,0.6329,0.5163,0.5109,0.5504,0.5973,0.6702,0.5943,0.1048,0.1029,OD600:600
E,0.0874,0.2789,0.2808,0.2968,0.3506,0.3873,0.4039,0.4442,0.4434,0.4439,0.2297,0.1036,OD600:600
F,0.0948,0.2119,0.2190,0.2823,0.2774,0.3357,0.3558,0.3902,0.3798,0.3886,0.2850,0.1042,OD600:600
G,0.1015,0.1467,0.1404,0.1446,0.1334,0.1404,0.1394,0.1595,0.1395,0.1403,0.1058,0.1044,OD600:600
H,0.0820,0.1345,0.1339,0.0991,0.1019,0.1006,0.1052,0.1084,0.1018,0.0999,0.0964,0.0840,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,1020,0000,0000,0000,5000,8000,7000,0000,1000,6000,0000,479,520
B,0000,1991,2124,2189,3000,0000,6000,1669,1624,1558,0000,6000,479,520
C,0000,1435,1481,1538,1100,0000,0000,1129,1140,1098,0000,0000,479,520
D,0000,7490,7260,7750,1000,1400,2000,2940,4270,4560,5000,1000,479,520
E,1600,3930,3770,3540,1000,0000,0000,1220,1320,1160,3000,8000,479,520
F,2300,2580,2480,2310,0000,0000,4000,9300,9200,7100,3000,0000,479,520
G,0000,1050,7500,8500,3000,0000,0000,5300,5800,6200,9000,8000,479,520
H,2400,8500,1020,0000,0000,0000,0000,1200,6000,8000,6000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,7000,2000,1000,5100,3900,1200,2200,1000,6000,0000,1000,579,616
B,2900,0000,0000,6400,25335,25552,24840,6641,7322,6801,3200,4000,579,616
C,3000,0000,4500,3900,18255,16887,17790,5538,5895,5445,2300,2100,579,616
D,3200,2600,7000,1000,7187,5867,4851,1646,1833,2541,1300,1200,579,616
E,0000,9000,1300,7000,3561,2867,2652,7080,6290,7260,2100,1800,579,616
F,0000,1800,2800,3000,2466,1968,1633,3410,2740,4380,2000,1500,579,616
G,2000,0000,0000,1700,7590,6620,5740,2390,1990,1830,2900,8000,579,616
H,1700,1900,5000,1700,0000,4600,1800,1300,2700,2700,2600,0000,579,616
