, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1016,0.1216,0.0854,0.0956,0.0872,0.0946,0.0978,0.0996,0.0995,0.1013,0.0951,0.0813,OD600:600
B,0.0874,1.0198,1.1637,1.2580,0.9930,0.9960,0.9841,1.2496,1.2374,1.2119,0.1050,0.0973,OD600:600
C,0.0996,0.8555,0.8579,0.9641,0.7272,0.7226,0.7203,0.9461,0.9357,0.9394,0.1041,0.0996,OD600:600
D,0.0968,0.4496,0.4454,0.5826,0.4940,0.4876,0.5354,0.5664,0.6240,0.5539,0.1046,0.1023,OD600:600
E,0.0894,0.2786,0.2807,0.2829,0.3360,0.3653,0.3758,0.4156,0.4173,0.4129,0.2041,0.1025,OD600:600
F,0.0955,0.2116,0.2214,0.2635,0.2574,0.3140,0.3237,0.3631,0.3503,0.3612,0.2580,0.1034,OD600:600
G,0.1020,0.1473,0.1414,0.1447,0.1332,0.1377,0.1421,0.1632,0.1389,0.1397,0.1057,0.1032,OD600:600
H,0.0823,0.1362,0.1351,0.1009,0.1035,0.1021,0.1044,0.1019,0.1011,0.0994,0.0976,0.0847,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,1080,0000,0000,0000,0000,2400,1000,7000,1200,0000,0000,479,520
B,1200,2043,2061,2126,2000,1000,1400,1588,1594,1605,0000,2000,479,520
C,4000,1422,1400,1537,2200,0000,6000,1110,1112,1147,1000,3000,479,520
D,0000,7320,7100,7820,0000,6000,7000,3050,4470,4830,5000,1000,479,520
E,3400,4070,3910,3450,0000,1900,0000,1460,1470,1430,0000,1000,479,520
F,3000,2440,2910,2400,2000,1100,8000,8200,9600,8800,0000,1200,479,520
G,1000,9000,7800,9300,0000,8000,0000,5700,6000,6100,0000,8000,479,520
H,2700,1280,7900,0000,1700,0000,2300,8000,5000,4000,2000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1200,2700,1000,3000,1500,3800,3300,2300,2000,1400,2000,3700,579,616
B,2500,4800,4800,6500,24179,24372,24058,6693,7100,6736,1500,1600,579,616
C,2100,0000,4000,2900,18299,16517,17357,5035,5195,5052,0000,1200,579,616
D,5000,2100,3000,0000,7693,6359,5487,1698,2161,2545,8000,3500,579,616
E,1700,2500,1800,1500,3785,3258,2940,7650,8420,7740,7000,2200,579,616
F,3000,2000,2800,3000,2869,2053,1456,3580,4890,3140,0000,0000,579,616
G,3000,0000,2300,2000,8180,7280,6930,1820,2210,2160,1200,9000,579,616
H,1800,1800,0000,8000,3300,3000,9000,2500,2300,2000,0000,0000,579,616
