, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0842,0.0803,0.0816,0.0871,0.0821,0.0870,0.0850,0.0834,0.0864,0.0893,0.0879,0.0821,OD600:600
B,0.0983,1.0079,0.9855,0.9843,0.6683,0.6761,0.6701,0.9988,0.9911,1.0064,0.1106,0.1187,OD600:600
C,0.0997,0.8135,0.7916,0.7777,0.4958,0.4955,0.4884,0.7904,0.7855,0.7939,0.1011,0.0933,OD600:600
D,0.0954,0.5630,0.5463,0.5505,0.2829,0.2838,0.2778,0.5354,0.5416,0.5293,0.1009,0.0957,OD600:600
E,0.1003,0.3572,0.3506,0.3451,0.1666,0.1673,0.1649,0.3353,0.3153,0.3070,0.1001,0.0903,OD600:600
F,0.0994,0.2431,0.2208,0.1961,0.1233,0.1224,0.1267,0.1888,0.1914,0.1927,0.0999,0.0925,OD600:600
G,0.0996,0.1279,0.1421,0.1241,0.1126,0.1112,0.1099,0.1192,0.1199,0.1164,0.1026,0.0868,OD600:600
H,0.0819,0.1196,0.0935,0.0953,0.0969,0.1010,0.1014,0.0900,0.0874,0.0840,0.0840,0.0839,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,4000,1800,0000,2000,1200,2800,1000,0000,0000,4000,0000,479,520
B,2000,1274,1231,1229,0000,1300,7000,1035,1075,1077,0000,0000,479,520
C,0000,1033,1007,9910,3600,2400,6000,8150,8450,8670,7000,9000,479,520
D,1000,6330,6250,6300,0000,1200,0000,5630,5440,5030,1100,2000,479,520
E,1600,3260,3520,3440,1200,0000,0000,2470,2370,2150,0000,0000,479,520
F,1300,1710,1350,1300,1200,3000,0000,1010,1230,1150,0000,0000,479,520
G,0000,2800,5600,4100,0000,0000,0000,2500,3400,4400,1600,0000,479,520
H,0000,0000,1100,0000,1300,2000,1700,4000,2000,0000,7000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,3800,0000,0000,3400,2400,2900,0000,1200,2500,2100,2100,579,616
B,1500,5600,6600,2200,14779,14570,14373,2449,2489,2537,0000,3000,579,616
C,1000,5600,0000,2300,10169,10281,10209,1750,1551,1677,4000,4300,579,616
D,1700,3700,1800,1200,5163,5133,5030,7840,9200,7660,5000,9000,579,616
E,0000,1700,2200,3600,2037,2074,1922,3960,3650,2650,8000,0000,579,616
F,0000,2300,0000,1000,7950,9790,9140,2080,1910,1910,1400,1300,579,616
G,2400,0000,2500,0000,3890,5030,4060,9900,1530,1310,1800,1200,579,616
H,2600,0000,1100,2000,1500,1200,3200,6000,9000,4600,9000,1100,579,616
