, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0405,0.0372,0.0378,0.0378,0.0377,0.0372,0.0377,0.0384,0.0431,0.0454,0.0359,0.0392,OD600:600
B,0.0372,0.6782,0.6894,0.7057,0.5500,0.6760,0.6361,0.5595,0.5726,0.5921,0.0385,0.0377,OD600:600
C,0.0392,0.5592,0.5625,0.5916,0.3620,0.3589,0.3597,0.4456,0.4291,0.4382,0.0383,0.0382,OD600:600
D,0.0368,0.3311,0.3475,0.3486,0.1834,0.1847,0.1848,0.2563,0.2733,0.2519,0.0495,0.0376,OD600:600
E,0.0384,0.1171,0.1183,0.1260,0.0864,0.0874,0.0855,0.1223,0.1872,0.1344,0.0366,0.0383,OD600:600
F,0.0450,0.0849,0.0891,0.0846,0.0587,0.0697,0.0578,0.0914,0.1008,0.1089,0.0407,0.0390,OD600:600
G,0.0383,0.0607,0.0725,0.0554,0.0453,0.0444,0.0475,0.0513,0.0508,0.0622,0.0373,0.0366,OD600:600
H,0.0376,0.0841,0.0398,0.0412,0.0360,0.0376,0.0381,0.0499,0.0380,0.0384,0.0435,0.0376,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,5000,0000,0000,0000,0000,9000,1000,1000,0000,0000,0000,479,520
B,0000,1187,1166,1211,1100,8000,3000,7930,7900,7610,0000,1100,479,520
C,0000,8660,8910,8860,2900,1300,7000,5840,5820,5770,0000,0000,479,520
D,0000,4540,5160,4900,9000,0000,5000,2810,3070,2750,1100,2000,479,520
E,1400,1980,1830,1590,0000,1700,2100,1550,1560,1300,0000,1000,479,520
F,7000,1350,1050,1170,6000,0000,0000,6000,8200,6600,0000,0000,479,520
G,4000,3800,6000,6300,2200,1500,2700,1400,2600,4000,6000,5000,479,520
H,0000,7000,1900,1800,0000,0000,0000,1700,0000,2000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,5000,2800,2200,1600,2400,8000,1100,3300,5000,2600,2600,3400,579,616
B,8000,4100,1600,1400,9165,10145,9201,3830,3782,3977,1000,5000,579,616
C,0000,0000,5000,4000,6821,7141,7170,2663,2735,2646,2000,0000,579,616
D,0000,0000,1800,1900,3859,4032,3795,1425,1566,1487,0000,1800,579,616
E,1400,0000,1000,5000,1649,1795,1620,4960,4340,5130,1800,0000,579,616
F,1800,2500,2600,1900,7680,8940,8480,3120,3100,3110,1900,2200,579,616
G,3200,2900,2100,1600,3500,3520,4570,2440,1760,2270,1900,0000,579,616
H,0000,1800,0000,1000,2800,9000,0000,1700,4000,2600,1100,5000,579,616
