, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0386,0.0360,0.0371,0.0375,0.0366,0.0386,0.0368,0.0384,0.0378,0.0463,0.0371,0.0376,OD600:600
B,0.0421,0.8936,0.8914,0.8879,0.1049,0.1056,0.1036,0.7484,0.7633,0.7506,0.0398,0.0619,OD600:600
C,0.0494,0.6866,0.6827,0.6809,0.0700,0.0699,0.0725,0.5665,0.5695,0.5680,0.0380,0.0383,OD600:600
D,0.0376,0.4246,0.4050,0.4143,0.0526,0.0520,0.0518,0.3254,0.3235,0.2984,0.0374,0.0377,OD600:600
E,0.0393,0.2313,0.2280,0.2181,0.0470,0.0475,0.0483,0.1568,0.1444,0.1468,0.0383,0.0376,OD600:600
F,0.0376,0.1153,0.1043,0.1083,0.0488,0.0474,0.0477,0.0753,0.0770,0.0771,0.0378,0.0383,OD600:600
G,0.0382,0.0566,0.0708,0.0571,0.0443,0.0440,0.0441,0.0527,0.0523,0.0538,0.0386,0.0372,OD600:600
H,0.0366,0.0463,0.0383,0.0379,0.0359,0.0379,0.0361,0.0360,0.0370,0.0380,0.0381,0.0381,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,4400,0000,2900,0000,0000,3000,0000,6000,1200,3000,1300,479,520
B,3000,1894,1889,1904,3000,2000,4000,1700,1734,1726,0000,0000,479,520
C,0000,1323,1298,1344,3000,2000,3000,1141,1124,1106,0000,0000,479,520
D,0000,7860,7320,7160,1000,0000,1300,5900,6060,5720,3000,0000,479,520
E,1400,4090,3820,3910,0000,2200,0000,2300,2540,2490,3000,0000,479,520
F,0000,1600,1710,1380,4000,1700,1000,9500,8900,1110,1000,0000,479,520
G,1000,5700,6700,7100,0000,3000,0000,4900,5900,3600,0000,7000,479,520
H,3000,0000,5000,0000,0000,0000,0000,1500,1000,1300,0000,6000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,1500,0000,1100,3000,2200,1300,1400,2300,2000,4000,2500,579,616
B,1700,4900,9000,9000,1925,1721,1751,1010,9190,1053,2100,5000,579,616
C,3200,3600,1200,0000,9550,1000,1001,8660,8770,8740,3000,1600,579,616
D,5000,4700,2700,4000,5660,3710,3560,4660,5820,5220,3400,4000,579,616
E,3400,0000,2700,1500,3230,3620,4320,2390,1580,2040,1600,1600,579,616
F,0000,3100,2400,7000,3400,4110,4170,1300,9100,1650,2200,1700,579,616
G,9000,3700,1400,2300,3890,3500,2850,8500,7400,9700,5000,2300,579,616
H,0000,0000,1300,1200,3300,8000,5000,1500,1500,0000,1700,6000,579,616
