, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0861,0.0942,0.0906,0.0994,0.0960,0.1003,0.0980,0.0969,0.1022,0.0873,0.0922,0.0841,OD600:600
B,0.0980,0.6447,0.7711,0.8061,0.6473,0.6754,0.6512,0.7332,0.7280,0.7195,0.1117,0.1025,OD600:600
C,0.0997,0.5968,0.7110,0.8983,0.7089,0.6972,0.6718,0.8277,0.8356,0.8360,0.3284,0.1042,OD600:600
D,0.0987,0.3685,0.5873,0.6601,0.4753,0.4873,0.5144,0.6012,0.6257,0.5780,0.3328,0.1081,OD600:600
E,0.0991,0.1944,0.3994,0.3948,0.3721,0.3721,0.3560,0.4165,0.4227,0.3981,0.3369,0.1278,OD600:600
F,0.1064,0.1698,0.3977,0.4086,0.3671,0.3855,0.3618,0.3688,0.4095,0.3750,0.3385,0.3229,OD600:600
G,0.1076,0.1403,0.3575,0.3532,0.3161,0.3454,0.3624,0.3675,0.3566,0.3589,0.3569,0.3189,OD600:600
H,0.0960,0.2678,0.1422,0.1204,0.1102,0.1140,0.1174,0.1246,0.1169,0.1151,0.1089,0.0843,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,1500,0000,0000,1000,1400,3000,3000,0000,6000,5000,1600,479,520
B,0000,7220,8340,8570,5000,0000,1300,5260,5350,5370,4000,0000,479,520
C,0000,5140,4600,2360,2400,1300,1600,1460,1410,1760,0000,6000,479,520
D,2300,2960,1950,9200,0000,0000,0000,6800,8800,5900,3000,0000,479,520
E,5000,1140,5500,5100,4000,2000,0000,1800,4100,4000,0000,0000,479,520
F,3300,1020,9000,5000,0000,0000,0000,1300,2400,0000,0000,2000,479,520
G,0000,1600,1700,5000,0000,0000,3000,1000,2400,0000,0000,9000,479,520
H,0000,9000,7000,0000,2200,5000,2000,1200,0000,0000,1000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2100,0000,4000,0000,2000,0000,1700,2000,3800,1900,0000,2800,579,616
B,2300,2700,2000,4100,10974,10344,10542,3924,4283,4075,4000,1500,579,616
C,2000,0000,0000,5000,2498,2588,2455,9040,1214,1188,0000,1500,579,616
D,2000,1700,1700,0000,1134,1176,1159,3990,4370,4330,4500,8000,579,616
E,2300,2000,4000,0000,4980,5780,4580,1650,1430,1660,1000,2200,579,616
F,6000,0000,0000,3000,1970,2550,1960,9200,1390,1120,7000,1400,579,616
G,2000,0000,0000,0000,7600,1180,1190,7300,2100,6300,2000,6000,579,616
H,4500,4000,1500,6000,4000,0000,1900,2900,3000,3500,2300,1200,579,616
