, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0876,0.0958,0.0908,0.0982,0.0941,0.0988,0.0984,0.0969,0.1014,0.0873,0.0895,0.0822,OD600:600
B,0.0980,0.6196,0.7641,0.8003,0.6474,0.6761,0.6488,0.7334,0.7212,0.7097,0.1079,0.1001,OD600:600
C,0.1023,0.5863,0.6732,0.9088,0.7031,0.7056,0.6631,0.8314,0.8506,0.8395,0.3355,0.1010,OD600:600
D,0.1000,0.3571,0.5780,0.6471,0.4880,0.4802,0.4852,0.6045,0.6169,0.5916,0.3502,0.1038,OD600:600
E,0.0992,0.1917,0.4134,0.4143,0.3924,0.3914,0.3924,0.4052,0.4160,0.3875,0.3331,0.1043,OD600:600
F,0.1060,0.1674,0.3967,0.3650,0.3646,0.3615,0.3541,0.3777,0.4269,0.4080,0.3322,0.3385,OD600:600
G,0.1024,0.1445,0.3610,0.3532,0.3372,0.3269,0.3253,0.3286,0.3447,0.3556,0.3398,0.3197,OD600:600
H,0.0877,0.2573,0.1475,0.1110,0.1077,0.1081,0.1134,0.1250,0.1135,0.1114,0.0974,0.0835,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,0000,3600,1600,0000,0000,0000,0000,2000,6000,1400,4000,479,520
B,9000,7430,8380,8790,3300,4000,1200,5450,5470,5340,9000,0000,479,520
C,0000,5320,5010,2440,0000,1000,1300,1640,1270,1760,2000,0000,479,520
D,4000,2700,1900,1050,0000,0000,8000,6900,6700,5900,9000,1000,479,520
E,4000,1130,4300,4400,6000,0000,4000,1100,3400,1000,5000,1100,479,520
F,2800,9100,2800,2100,1200,1000,1500,2000,2400,1400,2000,0000,479,520
G,6000,4300,1700,6000,4000,2000,1000,6000,1500,1400,0000,3000,479,520
H,1200,0000,0000,0000,0000,1000,5000,0000,3000,5000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1700,1600,3500,1700,9000,0000,7000,1500,2500,7000,1000,0000,579,616
B,0000,2000,4500,3300,11209,11280,11342,4410,4690,4583,1800,1700,579,616
C,1400,1300,5200,2700,2404,2718,2531,9070,9720,1235,4000,1600,579,616
D,2100,2000,4300,0000,1078,1178,1104,4030,3450,4050,9000,7000,579,616
E,3000,4400,2000,1100,5380,4690,4550,1500,1580,1650,9000,2600,579,616
F,4600,2000,0000,9000,3090,2040,3010,1020,9100,1150,2500,1100,579,616
G,2000,2300,0000,0000,9700,1250,1520,6400,1010,9700,2000,1000,579,616
H,0000,2000,2400,2500,1900,1500,2100,7000,2000,5900,4300,0000,579,616
