, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1007,0.1249,0.0874,0.0940,0.0900,0.0957,0.0991,0.0997,0.1004,0.1034,0.0944,0.0820,OD600:600
B,0.0923,0.9980,1.2081,1.2854,1.0167,1.0247,1.0139,1.2669,1.2427,1.2353,0.1049,0.0972,OD600:600
C,0.1000,0.8792,0.8990,0.9824,0.7734,0.7697,0.7407,0.9716,0.9565,0.9683,0.1048,0.0993,OD600:600
D,0.0992,0.4458,0.4401,0.6596,0.5226,0.5245,0.5658,0.6111,0.7071,0.6185,0.1212,0.1014,OD600:600
E,0.0935,0.2795,0.2812,0.3071,0.3700,0.4140,0.4220,0.4553,0.4669,0.4597,0.2520,0.1010,OD600:600
F,0.0997,0.2144,0.2210,0.2995,0.2993,0.3537,0.3718,0.4128,0.4007,0.4045,0.3016,0.1037,OD600:600
G,0.1039,0.1486,0.1424,0.1477,0.1502,0.1547,0.1542,0.1731,0.1543,0.1520,0.1084,0.1023,OD600:600
H,0.0826,0.1375,0.1361,0.1009,0.1044,0.1026,0.1045,0.1010,0.1018,0.0992,0.0922,0.0848,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3000,9700,7000,1400,3000,1600,0000,0000,0000,0000,0000,9000,479,520
B,0000,1895,2127,2186,1400,3200,4000,1621,1645,1595,0000,2000,479,520
C,0000,1411,1449,1533,5000,3000,3000,1077,1098,1116,0000,1500,479,520
D,2000,7170,7040,7710,0000,5000,6000,2690,4140,4290,1000,3000,479,520
E,6000,3390,3860,3260,0000,5000,0000,1040,1060,1150,4000,3000,479,520
F,0000,2470,2060,2020,0000,4000,0000,6100,6300,7400,9000,5000,479,520
G,4000,6400,7900,7700,1100,0000,0000,4900,5300,5000,6000,0000,479,520
H,3000,7900,8400,0000,1600,1200,0000,0000,3000,1500,5000,3000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,0000,0000,1600,3800,2700,1800,0000,1200,1200,8000,0000,579,616
B,0000,4100,4200,4300,26503,25881,26603,7175,7438,7337,2800,0000,579,616
C,1600,2400,3200,3000,17898,16779,17241,5238,5308,5450,0000,1200,579,616
D,1800,0000,2900,0000,6774,5597,4961,1504,2236,2500,2000,1300,579,616
E,2100,0000,1200,0000,3118,2689,2527,6390,6470,5630,1000,1100,579,616
F,8000,2700,0000,3700,2463,1701,1327,3470,3540,3450,2900,3500,579,616
G,1000,2700,0000,1600,8730,7130,6190,1870,2010,2260,3000,2000,579,616
H,0000,0000,5900,2500,1400,1000,0000,1300,8000,2000,1200,5000,579,616
