, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0388,0.0372,0.0371,0.0381,0.0384,0.0373,0.0372,0.0383,0.0427,0.0457,0.0357,0.0395,OD600:600
B,0.0370,0.0446,0.0450,0.0450,0.0433,0.0432,0.0436,0.0448,0.0463,0.0467,0.0382,0.0377,OD600:600
C,0.0385,0.0467,0.0571,0.0460,0.0458,0.0437,0.0473,0.0450,0.0461,0.0446,0.0387,0.0380,OD600:600
D,0.0367,0.0455,0.0451,0.0436,0.0405,0.0430,0.0434,0.0445,0.0447,0.0433,0.0404,0.0375,OD600:600
E,0.0395,0.0450,0.0467,0.0450,0.0424,0.0421,0.0431,0.0439,0.0440,0.0502,0.0372,0.0384,OD600:600
F,0.0454,0.0457,0.0481,0.0455,0.0415,0.0501,0.0431,0.0438,0.0502,0.0432,0.0376,0.0379,OD600:600
G,0.0380,0.0486,0.0470,0.0461,0.0422,0.0414,0.0435,0.0435,0.0426,0.0535,0.0375,0.0367,OD600:600
H,0.0378,0.0382,0.0391,0.0411,0.0368,0.0377,0.0379,0.0424,0.0487,0.0391,0.0381,0.0378,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,7000,3000,2900,2900,3000,2300,1700,1000,2400,1300,2000,9000,479,520
B,1000,3600,2000,2500,0000,5000,1000,0000,1100,1600,1200,2000,479,520
C,0000,2000,3100,2600,0000,0000,6000,1000,6000,3000,0000,7000,479,520
D,1000,7000,3300,3400,2000,0000,8000,1400,1500,2000,5000,0000,479,520
E,0000,0000,1500,2000,4000,1400,0000,1300,0000,1100,3000,0000,479,520
F,0000,3800,3800,2400,0000,4000,0000,2800,8000,1600,2800,0000,479,520
G,1600,2700,3000,3200,1600,0000,0000,2900,1600,1500,0000,6000,479,520
H,0000,2000,2000,2000,0000,5000,7000,1000,2000,0000,2000,3000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2400,2100,2400,1600,3800,5000,4000,0000,5400,0000,3000,0000,579,616
B,1400,1000,0000,1300,7400,6800,1180,7000,4500,3900,0000,1600,579,616
C,1700,2100,1500,7000,4800,9900,1030,6200,5000,6500,2500,4000,579,616
D,1400,0000,4000,1400,8300,8000,9600,6500,4100,5600,2300,2100,579,616
E,4600,1100,1000,3100,1330,4700,1070,5600,6200,3200,1100,0000,579,616
F,1500,4100,2200,2100,7200,8200,8000,5800,5900,4300,2600,2000,579,616
G,1300,0000,2000,5000,1080,7400,5000,5900,4900,7400,2400,1300,579,616
H,3800,1700,9000,0000,1800,1700,3000,0000,8000,1300,2200,0000,579,616
