, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0864,0.0811,0.0812,0.0815,0.0813,0.0857,0.0824,0.0816,0.0837,0.0887,0.0845,0.0851,OD600:600
B,0.0908,1.0149,0.9889,0.9868,0.6854,0.6915,0.6848,1.0063,0.9971,1.0135,0.1079,0.0872,OD600:600
C,0.1017,0.8277,0.8016,0.7878,0.5133,0.5160,0.5007,0.8083,0.8006,0.8084,0.1004,0.0839,OD600:600
D,0.0890,0.5793,0.5651,0.5740,0.2913,0.2910,0.2821,0.5592,0.5608,0.5429,0.0970,0.0905,OD600:600
E,0.0944,0.3639,0.3589,0.3603,0.1714,0.1720,0.1691,0.3519,0.3297,0.3182,0.0983,0.0821,OD600:600
F,0.0934,0.2465,0.2332,0.2054,0.1262,0.1254,0.1289,0.1935,0.1966,0.1906,0.0982,0.0853,OD600:600
G,0.0919,0.1246,0.1396,0.1227,0.1112,0.1107,0.1086,0.1173,0.1188,0.1137,0.0980,0.0833,OD600:600
H,0.0824,0.1039,0.0899,0.0885,0.0947,0.0962,0.0948,0.0827,0.0843,0.0836,0.0830,0.0841,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1300,0000,5000,3400,1200,5000,0000,1300,1900,1000,5000,5000,479,520
B,7000,1326,1293,1245,0000,1900,1000,1113,1130,1104,0000,1000,479,520
C,0000,1072,1044,1002,5000,6000,1300,8590,8870,9140,9000,7000,479,520
D,2500,6750,6540,6610,6000,5000,1700,5650,5610,5170,1000,0000,479,520
E,9000,3430,3760,3540,5000,2300,6000,2640,2090,2290,1500,4000,479,520
F,1600,1910,1440,1390,0000,2100,4000,1090,1190,1180,3000,0000,479,520
G,4000,5900,1700,4100,2000,0000,0000,2700,3800,1600,1000,3000,479,520
H,1300,2000,3000,6000,2600,9000,3600,1500,7000,0000,5000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2800,4000,1600,0000,2800,9000,2000,2800,2000,0000,2400,5000,579,616
B,0000,1200,4500,3200,15157,15154,14394,2633,2549,2752,1800,1100,579,616
C,4300,2800,4400,0000,10673,9955,10855,1668,1746,1845,2100,0000,579,616
D,2800,3000,1000,5000,5202,5323,5703,7820,9080,8290,1700,1000,579,616
E,0000,1300,1700,6000,2166,2026,2240,3600,2750,2790,0000,1300,579,616
F,3100,1700,1900,2300,7710,1045,1050,1530,1660,1910,1500,1100,579,616
G,0000,1100,2600,7000,4620,3990,4360,1380,1140,1050,6000,4100,579,616
H,2200,1300,2800,2800,3100,9000,0000,2400,0000,1600,9000,9000,579,616
