, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1016,0.1355,0.0951,0.0981,0.0955,0.0991,0.1018,0.1050,0.1040,0.1215,0.1012,0.0862,OD600:600
B,0.0962,0.9691,1.2284,1.3056,1.0892,1.0763,1.0625,1.2866,1.2440,1.2384,0.1084,0.1033,OD600:600
C,0.1026,0.8770,0.9313,1.0005,0.7946,0.7920,0.7902,0.9888,0.9853,1.0040,0.1063,0.1034,OD600:600
D,0.1017,0.4342,0.4344,0.6666,0.5655,0.5595,0.6110,0.7537,0.7729,0.6567,0.1082,0.1049,OD600:600
E,0.0965,0.2786,0.2775,0.2922,0.4168,0.4487,0.4709,0.4759,0.4959,0.5000,0.2854,0.1038,OD600:600
F,0.1010,0.2163,0.2205,0.3415,0.3542,0.3923,0.3854,0.4364,0.4232,0.4300,0.3298,0.1055,OD600:600
G,0.1083,0.1525,0.1432,0.1469,0.1355,0.1390,0.1412,0.1573,0.1400,0.1423,0.1076,0.1053,OD600:600
H,0.0825,0.1423,0.1392,0.1033,0.1047,0.1041,0.1082,0.1041,0.1045,0.1020,0.1029,0.0939,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1400,1340,1400,0000,1000,0000,3000,0000,1400,0000,1800,2000,479,520
B,0000,2361,2467,2622,2200,2200,1700,1800,1825,1726,1000,0000,479,520
C,2000,1775,1723,1790,2000,4000,1900,1260,1238,1272,6000,4000,479,520
D,0000,9630,8990,1006,1100,1600,1100,2970,4370,5080,1200,0000,479,520
E,0000,5360,5150,3870,1300,0000,0000,1010,8900,9200,0000,0000,479,520
F,0000,3620,3260,2920,7000,1000,1100,4600,8000,4600,5000,0000,479,520
G,0000,1350,1160,1210,1000,0000,8000,6000,9200,9000,0000,1000,479,520
H,0000,1330,1730,0000,1000,2000,2300,0000,1300,4000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1100,0000,1000,0000,2000,3000,1200,1700,0000,6000,0000,2700,579,616
B,9000,1100,9300,1210,27780,25874,26789,7977,8618,7963,1600,0000,579,616
C,1500,3900,6800,6400,20179,18381,19458,6126,6433,6124,4600,6000,579,616
D,0000,4200,7400,1100,5690,4287,3941,1337,1998,2124,1400,3000,579,616
E,2500,0000,4000,2400,2635,2041,1953,4690,5440,7030,2700,3000,579,616
F,2600,4200,5100,3800,2092,1251,1097,2000,2740,2320,1300,6000,579,616
G,0000,2400,2400,9000,8300,7670,7690,1900,2400,2140,4000,1000,579,616
H,0000,1500,1200,3600,1400,8000,0000,1100,0000,2000,1800,0000,579,616
