, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0400,0.0357,0.0359,0.0364,0.0363,0.0391,0.0368,0.0384,0.0380,0.0465,0.0371,0.0396,OD600:600
B,0.0378,0.9354,0.9304,0.9302,0.2486,0.2486,0.2469,0.8210,0.8331,0.8203,0.0390,0.0625,OD600:600
C,0.0437,0.7323,0.7244,0.7210,0.1892,0.1904,0.1922,0.6345,0.6388,0.6229,0.0394,0.0385,OD600:600
D,0.0378,0.4488,0.4379,0.4451,0.1387,0.1423,0.1402,0.3587,0.3572,0.3296,0.0372,0.0401,OD600:600
E,0.0395,0.2550,0.2497,0.2432,0.0864,0.0870,0.0877,0.1761,0.1543,0.1572,0.0386,0.0378,OD600:600
F,0.0376,0.1116,0.1072,0.1163,0.0571,0.0549,0.0568,0.0786,0.0826,0.0821,0.0501,0.0389,OD600:600
G,0.0383,0.0574,0.0773,0.0578,0.0452,0.0443,0.0445,0.0536,0.0525,0.0544,0.0391,0.0373,OD600:600
H,0.0367,0.0542,0.0384,0.0376,0.0366,0.0375,0.0361,0.0366,0.0370,0.0380,0.0382,0.0384,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1500,4000,0000,0000,1100,0000,7000,0000,0000,0000,0000,5000,479,520
B,0000,1738,1740,1690,0000,0000,5000,1444,1498,1433,0000,0000,479,520
C,0000,1238,1282,1289,0000,9000,3200,1044,1051,1016,9000,0000,479,520
D,0000,7420,7180,7310,5000,1800,3000,5620,5790,5160,5000,0000,479,520
E,0000,3970,3920,3680,1800,1500,2800,2140,2320,2090,1600,0000,479,520
F,0000,1570,1250,1400,1800,2300,1400,1130,9000,9300,5000,0000,479,520
G,6000,4400,6500,7400,7000,0000,0000,6500,3300,3300,4000,1500,479,520
H,0000,1900,2000,0000,0000,9000,1800,1500,2000,1000,0000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,3500,2000,0000,1800,2000,4400,1200,0000,0000,1400,1900,0000,579,616
B,0000,3400,3700,2200,5021,4911,5166,1579,1789,1730,2700,1600,579,616
C,1200,1800,5000,1800,3865,3781,3942,1044,1194,1305,1500,2800,579,616
D,1500,4000,1400,1700,2718,2843,2475,5670,6960,6270,2500,2000,579,616
E,0000,2100,0000,5000,1675,1842,1644,3490,2430,2910,1600,5000,579,616
F,4500,1500,2000,4000,7890,7990,7660,1420,1620,1580,2900,9000,579,616
G,9000,4000,3800,3600,4080,5050,3870,1140,8700,9700,0000,0000,579,616
H,1400,0000,1900,3100,1400,1900,2100,0000,2100,3300,1500,0000,579,616
