, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1006,0.1215,0.0830,0.0918,0.0856,0.0937,0.0971,0.0995,0.0982,0.1021,0.0914,0.0816,OD600:600
B,0.0868,0.9957,1.2072,1.2776,1.0350,1.0452,1.0323,1.2608,1.2364,1.2275,0.1045,0.0963,OD600:600
C,0.0959,0.8804,0.9018,0.9737,0.7748,0.7674,0.7491,0.9565,0.9482,0.9646,0.1029,0.0982,OD600:600
D,0.0958,0.4447,0.4384,0.6663,0.5354,0.5427,0.5824,0.6237,0.7270,0.6280,0.1138,0.1009,OD600:600
E,0.0883,0.2772,0.2798,0.3088,0.3847,0.4283,0.4352,0.4732,0.4781,0.4749,0.2671,0.1013,OD600:600
F,0.0949,0.2125,0.2195,0.3098,0.3096,0.3691,0.3837,0.4260,0.4145,0.4228,0.3090,0.1037,OD600:600
G,0.1028,0.1475,0.1414,0.1455,0.1461,0.1517,0.1520,0.1727,0.1530,0.1523,0.1085,0.1026,OD600:600
H,0.0816,0.1358,0.1349,0.1008,0.1038,0.1021,0.1068,0.1012,0.1011,0.0998,0.0957,0.0845,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,8000,1020,0000,0000,0000,0000,1000,6000,4000,3000,1000,3000,479,520
B,1600,1988,2097,2292,0000,8000,1200,1657,1653,1615,0000,8000,479,520
C,3000,1490,1491,1540,1000,2500,0000,1125,1150,1116,0000,0000,479,520
D,2900,7540,7000,7800,0000,0000,0000,2850,3890,4250,6000,5000,479,520
E,2000,3490,3780,2930,4000,2000,1400,1040,1140,1220,0000,1200,479,520
F,1800,2700,2250,2050,0000,1900,1000,6100,6000,7100,1000,0000,479,520
G,4000,8600,4900,8000,1500,1000,1000,5300,6400,6200,2400,0000,479,520
H,1300,7700,8200,5000,2300,9000,1300,0000,3000,7000,3000,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,2000,6000,2800,1000,6000,1400,2000,8000,1900,2300,1100,1400,579,616
B,0000,3900,7400,6100,26246,26136,26504,7619,7649,7545,1800,3900,579,616
C,2200,1900,4000,3200,18627,17109,17537,5672,5909,5838,1400,3500,579,616
D,2800,4600,1700,4000,6434,5335,4367,1544,2026,2343,2200,2400,579,616
E,9000,0000,7000,1900,3126,2513,2233,5180,5550,5880,9000,0000,579,616
F,5000,0000,1900,0000,2244,1529,1270,2730,2760,3470,0000,0000,579,616
G,3700,2000,2400,7000,8550,7980,6350,1290,2010,1440,6000,1000,579,616
H,1900,2100,5000,2400,2700,2100,1700,1800,1500,2000,0000,2000,579,616
