, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.1016,0.1202,0.0843,0.0925,0.0851,0.0923,0.0961,0.0970,0.0983,0.1039,0.0923,0.0817,OD600:600
B,0.0854,0.9709,1.2099,1.2820,1.0894,1.0941,1.0748,1.2720,1.2338,1.2243,0.1032,0.0942,OD600:600
C,0.0971,0.9011,0.9202,0.9795,0.8029,0.7890,0.7887,0.9655,0.9624,0.9801,0.1016,0.0967,OD600:600
D,0.0954,0.4367,0.4359,0.6516,0.5533,0.5452,0.5977,0.7061,0.7329,0.6333,0.1004,0.0985,OD600:600
E,0.0871,0.2736,0.2763,0.2876,0.4063,0.4451,0.4543,0.4791,0.4881,0.4885,0.2660,0.0977,OD600:600
F,0.0950,0.2105,0.2169,0.3232,0.3254,0.3826,0.3990,0.4168,0.4149,0.4355,0.3152,0.1002,OD600:600
G,0.1008,0.1461,0.1392,0.1426,0.1319,0.1339,0.1353,0.1566,0.1354,0.1372,0.1031,0.1000,OD600:600
H,0.0823,0.1340,0.1321,0.0990,0.1010,0.1015,0.1049,0.1001,0.1002,0.0951,0.0931,0.0845,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1900,1140,8000,3000,2500,1500,1400,1000,0000,1600,0000,1200,479,520
B,1100,1979,2117,2297,2600,9000,1700,1751,1675,1692,0000,1000,479,520
C,0000,1458,1504,1633,5000,0000,6000,1172,1160,1181,0000,4000,479,520
D,0000,7290,7020,8090,7000,0000,0000,2760,4370,4810,0000,0000,479,520
E,1900,3700,3850,3030,6000,0000,3000,9700,7400,9900,2000,0000,479,520
F,0000,2850,2450,2170,2000,1800,0000,4300,6100,5900,1200,3000,479,520
G,2000,9200,8800,8900,0000,6000,8000,4900,4100,6400,0000,1000,479,520
H,0000,9700,9900,0000,1300,0000,0000,0000,0000,0000,1400,0000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,9000,0000,1000,0000,7000,2700,0000,2200,3000,0000,7000,6900,579,616
B,2400,6800,6700,7500,27789,26853,28317,8215,8277,8031,0000,9000,579,616
C,2000,5500,2000,7000,20270,19266,19851,6603,6580,6002,2700,2100,579,616
D,0000,1800,3100,5000,6111,5034,4113,1570,2062,2533,1700,3000,579,616
E,1800,0000,1700,1000,2963,2322,2256,5770,5950,6170,1600,2000,579,616
F,3500,3500,0000,0000,1997,1502,1116,3560,2940,3800,2200,6000,579,616
G,2600,2100,1500,1900,7760,7170,7280,1920,1520,2070,3200,1700,579,616
H,2500,1200,1300,7000,2100,2100,1000,3200,3300,7000,7000,0000,579,616
