, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0.0550,0.0382,0.0366,0.0386,0.0375,0.0370,0.0372,0.0442,0.0376,0.0429,0.0359,0.0378,OD600:600
B,0.0385,0.1461,0.1333,0.1547,0.0586,0.0582,0.0581,0.1086,0.1009,0.1009,0.0377,0.0370,OD600:600
C,0.0397,0.1488,0.1376,0.1484,0.0541,0.0521,0.0506,0.0964,0.0972,0.0971,0.0376,0.0384,OD600:600
D,0.0369,0.1334,0.1393,0.1408,0.0452,0.0465,0.0458,0.0919,0.0902,0.0914,0.0377,0.0373,OD600:600
E,0.0382,0.1104,0.1118,0.1119,0.0455,0.0464,0.0467,0.0839,0.0920,0.0853,0.0372,0.0383,OD600:600
F,0.0382,0.0750,0.0738,0.0781,0.0445,0.0475,0.0463,0.0704,0.0729,0.0736,0.0378,0.0374,OD600:600
G,0.0382,0.0547,0.0546,0.0548,0.0488,0.0448,0.0465,0.0514,0.0521,0.0531,0.0372,0.0367,OD600:600
H,0.0373,0.0437,0.0410,0.0378,0.0367,0.0379,0.0355,0.0369,0.0362,0.0389,0.0373,0.0386,OD600:600



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,0000,8000,0000,1800,0000,0000,6000,3000,7000,0000,0000,9000,479,520
B,0000,2610,2080,2420,0000,1000,8000,1250,1270,1010,0000,4000,479,520
C,0000,2290,2250,2590,0000,2100,8000,1180,1170,1170,4000,0000,479,520
D,1000,2070,1950,2160,0000,7000,0000,1030,9800,8800,1100,0000,479,520
E,1800,1310,1600,1310,1200,7000,1500,7600,8400,6500,1100,1200,479,520
F,0000,1130,4700,9000,0000,2800,2000,5200,6000,7700,0000,6000,479,520
G,1100,7100,7800,6600,1000,3000,2000,3600,3700,4600,0000,1600,479,520
H,0000,3300,2500,1000,0000,0000,3000,1500,2000,2200,0000,6000,479,520



, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, Wave Length
A,1600,4400,1000,0000,1000,1100,1300,1800,1500,2400,8000,1000,579,616
B,2200,3600,2900,2800,2860,2400,2460,4200,1110,2010,1300,1600,579,616
C,2800,3000,2000,2200,1090,2180,1120,8100,6100,9100,1100,0000,579,616
D,0000,8000,2100,1600,6200,3600,7200,6500,4100,3600,1300,2100,579,616
E,1600,0000,2500,8000,8800,8700,1130,4400,4100,4800,2500,1000,579,616
F,0000,3000,2800,0000,8400,6200,1070,9100,3300,3300,1000,5000,579,616
G,2300,0000,3400,4000,8200,2000,7900,5300,4800,4700,1400,1700,579,616
H,2800,2300,1000,1400,8000,2100,8000,2100,7000,1500,0000,1900,579,616
