id,sample_name,fname,norvaline_area,succinate_area,norleucine_area,glucose1_area,glucose2_area,sorbitol_area,ribose_area,glucose_area,glucose_area_normalized,succinate_area_normalized,ribose_area_normalized
P1F02,F02_P1_At_0.00000_2.50000_T5,F08_P2_AtOaC2_3_75000_2_50000_T5.D,1007263,603,1114086,20575975,4340588.0,1077915,101918.0,24916563.0,23.115517457313423,0.000598651990592328,0.09455105458222587
P2D08,D08_P2_AtOaC2_3.75000_2.50000_T3,E04_P1_Oa_3_75000_0_00000_T4.D,876453,582,991033,1260,179.0,836131,161.0,1439.0,0.0017210221843227916,0.0006640401710074585,0.0001925535591910837
P1A03,A03_P1_FM_3.75000_0.00000_T0,H05_P1_Oa_0_00000_2_50000_T7.D,984075,2195374,1192758,681,81.0,880564,21.0,762.0,0.0008653544773576934,2.230901100017783,2.384835173820415e-05
P1G01,G01_P1_At_3.75000_0.00000_T6,B08_P2_AtOaC2_3_75000_2_50000_T1.D,1054080,1226,1171980,13469396,2458315.0,1143610,46973.0,15927711.0,13.927572336723184,0.001163099574984821,0.04107431729348292
P1B02,B02_P1_At_0.00000_2.50000_T1,A05_P1_Oa_0_00000_2_50000_T0.D,1019865,772,1133739,20224730,4238647.0,1107363,91965.0,24463377.0,22.091560761918178,0.0007569629313683674,0.08304864800431296
P2B07,B07_P2_AtOa_3.75000_2.50000_T1,F02_P1_At_0_00000_2_50000_T5.D,972152,714,1074750,3097130,436066.0,960510,10292.0,3533196.0,3.678458319018022,0.0007344530484944741,0.010715140914722388
P1C02,C02_P1_At_0.00000_2.50000_T2,D08_P2_AtOaC2_3_75000_2_50000_T3.D,822737,587,921218,19353269,3948789.0,912932,79628.0,23302058.0,25.524418028944105,0.0007134722274554322,0.08722226847125525
P2D06,D06_P2_FM_0.00000_0.03906_T0,A03_P1_FM_3_75000_0_00000_T0.D,1039783,629,1126267,50493,6657.0,969613,403.0,57150.0,0.058941041425805966,0.0006049339140955372,0.00041562974093787934
P2G05,G05_P2_OaC2_3.75000_2.50000_T6,G01_P1_At_3_75000_0_00000_T6.D,816208,757,870259,1040,73.0,780682,,1113.0,0.0014256765238599071,0.0009274596671436692,
P1F08,F08_P1_AtOa_0.00000_2.50000_T5,B02_P1_At_0_00000_2_50000_T1.D,737451,511,793002,6794871,1072100.0,838696,23193.0,7866971.0,9.380003004664383,0.0006929273944980751,0.02765364327479802
P1C06,C06_P1_FM_0.00000_0.15625_T0,B07_P2_AtOa_3_75000_2_50000_T1.D,902251,362,990997,257645,30827.0,861684,1543.0,288472.0,0.3347770180251693,0.0004012187295996347,0.0017906796459026743
P1H03,H03_P1_FM_0.00011_0.00000_T0,C02_P1_At_0_00000_2_50000_T2.D,1008078,614,1108312,629,55.0,925665,34.0,684.0,0.000738928229975207,0.000609079852947887,3.673035061280269e-05
P1C09,C09_P1_none_0.00000_0.00000_none,D06_P2_FM_0_00000_0_03906_T0.D,5088,126,4390,261,24.0,83,46.0,285.0,3.433734939759036,0.024764150943396228,0.5542168674698795
P1B06,B06_P1_FM_0.00000_0.62500_T0,G05_P2_OaC2_3_75000_2_50000_T6.D,857784,489,947763,1082589,134989.0,888007,3825.0,1217578.0,1.3711355878951406,0.0005700735849584511,0.0043073984777147025
P1H02,H02_P1_At_0.00000_2.50000_T7,F08_P1_AtOa_0_00000_2_50000_T5.D,956940,523,1035606,21229368,4476527.0,1100937,94092.0,25705895.0,23.34910626130287,0.0005465337429723912,0.08546538085285534
P2E07,E07_P2_AtOa_3.75000_2.50000_T4,C06_P1_FM_0_00000_0_15625_T0.D,484693,59538,550322,1282,179.0,462164,46.0,1461.0,0.003161215499260003,0.12283651713558892,9.953176794384677e-05
P1A09,A09_P1_none_0.00000_0.00000_none,H03_P1_FM_0_00011_0_00000_T0.D,3223,248,1564,334,20.0,14,17.0,354.0,25.285714285714285,0.0769469438411418,1.2142857142857142
P1C08,C08_P1_AtOa_0.00000_2.50000_T2,C09_P1_none_0_00000_0_00000_none.D,487435,566,518440,6000419,936257.0,529983,19837.0,6936676.0,13.088487743946503,0.0011611804650876528,0.037429502455739144
P1C04,C04_P1_Oa_3.75000_0.00000_T2,B06_P1_FM_0_00000_0_62500_T0.D,1021339,805,1135068,1490,265.0,971640,30.0,1755.0,0.0018062245276028158,0.0007881810055231417,3.0875632950475484e-05
