time,Succinate,Succinate_std,Glucose,Glucose_std,Succinate+Glucose,Succinate+Glucose_std,Succinate+Glucose Outflow,Succinate+Glucose Outflow_std
0.0,0.19533333333333333,0.00736357401145817,0.19933333333333333,0.005249338582674537,0.248,0.004966554808583784,-0.001177778,0.0013292528635698577
1.0,0.36366666666666675,0.018372685039360886,0.111,0.02255363976538303,0.246,0.006164414002968982,0.6366666666666667,0.016977108770995807
2.0,0.4003333333333334,0.0024944382578492965,0.082,0.012727922061357854,0.249,0.007874007874011818,0.738,0.009899494936611674
3.0,0.3866666666666667,0.011897712198383174,0.06733333333333334,0.006236095644623236,0.3016666666666667,0.005792715732327594,0.7806666666666667,0.01307244770075173
4.0,0.4116666666666666,0.014704496666741838,0.10866666666666668,0.030466739606039604,0.337,0.007257180352359069,0.7876666666666666,0.010624918300339495
5.0,0.414,0.01151810169544732,0.06966666666666667,0.0032998316455372188,0.4666666666666666,0.008339997335464517,0.7116666666666666,0.007133644853010906
6.0,0.4033333333333333,0.014429907214608895,0.11166666666666665,0.006548960901462834,0.629,0.010424330514074601,0.7666666666666666,0.006798692684790386
7.0,0.4103333333333334,0.010498677165349066,0.11333333333333333,0.004642796092394706,0.7536666666666667,0.01948218559493663,0.8176666666666668,0.014522013940527937
