time,Succinate,Succinate_std,Glucose,Glucose_std,Succinate+Glucose,Succinate+Glucose_std,Succinate+Glucose Outflow,Succinate+Glucose Outflow_std
0.0,0.19799999999999998,0.016391054470859,0.19433333333333333,0.010656244908763851,0.22166666666666668,0.005436502143433369,-0.009000000000000001,0.0008164965809277262
1.0,0.18566666666666665,0.004189935029992182,0.161,0.0008164965809277268,0.18066666666666667,0.013097921802925667,0.529,0.014352700094407337
2.0,0.18400000000000002,0.011313708498984758,0.15666666666666665,0.00910433352249845,0.18800000000000003,0.006164414002968982,0.5486666666666666,0.005792715732327594
3.0,0.168,0.009092121131323901,0.1366666666666667,0.011469767022723502,0.1743333333333333,0.016213848676020416,0.54,0.010801234497346443
4.0,0.16633333333333333,0.007586537784494025,0.12033333333333333,0.029032548783888903,0.1406666666666667,0.02145279054627212,0.539,0.010614455552060448
5.0,0.17766666666666664,0.002867441755680878,0.11266666666666668,0.0012472191289246482,0.17566666666666664,0.0024944382578492965,0.5423333333333333,0.008498365855987981
6.0,0.18333333333333335,0.0016996731711975965,0.14200000000000002,0.0043204937989385645,0.161,0.012027745701779145,0.532,0.007788880963698622
7.0,0.159333333333333,0.013140268896284682,0.15066666666666634,0.004189935029992169,0.15766666666666632,0.005249338582674533,0.5576666666666663,0.009741092797468313
