mode,time_max,dilution_rate,a_at_succinate,a_at_glucose,a_oa_succinate,a_oa_glucose,success,cost,message,mumax_at_succinate,km_at_succinate,yield_at_succinate,mumax_at_glucose,km_at_glucose,yield_at_glucose,mumax_oa_succinate,km_oa_succinate,yield_oa_succinate,mumax_oa_glucose,km_oa_glucose,yield_oa_glucose
single,100,0.3,0.0002080057440798505,0.9997919942559201,0.5773483422081227,0.4226516577918773,True,139.69382010680505,`xtol` termination condition is satisfied.,0.651,0.26,563511127.783367,0.696,10.4472917115074,3904879.75896138,0.877,0.0028490199004357,563511127.783367,0.573,5.85524443930257,13739015.1955184
